elapsed_time_s,speed_mps
20.434,4.0060
20.439,4.0053
20.444,4.0046
20.450,4.0038
20.454,4.0030
20.459,4.0021
20.464,4.0012
20.469,4.0002
20.474,3.9992
20.479,3.9981
20.484,3.9969
20.490,3.9958
20.494,3.9946
20.499,3.9933
20.504,3.9920
20.509,3.9907
20.515,3.9892
20.520,3.9878
20.524,3.9863
20.529,3.9849
20.534,3.9833
20.539,3.9818
20.544,3.9801
20.549,3.9785
20.554,3.9768
20.559,3.9751
20.564,3.9733
20.569,3.9716
20.574,3.9697
20.579,3.9679
20.584,3.9660
20.589,3.9642
20.594,3.9622
20.599,3.9603
20.604,3.9583
20.609,3.9564
20.614,3.9543
20.619,3.9524
20.624,3.9503
20.629,3.9483
20.634,3.9462
20.639,3.9441
20.644,3.9420
20.649,3.9399
20.654,3.9377
20.660,3.9356
20.664,3.9334
20.669,3.9313
20.674,3.9291
20.679,3.9269
20.684,3.9247
20.690,3.9226
20.694,3.9203
20.699,3.9182
20.704,3.9159
20.709,3.9137
20.714,3.9115
20.719,3.9093
20.724,3.9070
20.729,3.9048
20.735,3.9025
20.739,3.9003
20.744,3.8981
20.749,3.8959
20.754,3.8936
20.760,3.8914
20.764,3.8892
20.769,3.8870
20.774,3.8847
20.779,3.8826
20.784,3.8803
20.789,3.8781
20.794,3.8759
20.799,3.8737
20.804,3.8715
20.809,3.8693
20.814,3.8671
20.819,3.8650
20.824,3.8628
20.829,3.8607
20.834,3.8585
20.839,3.8565
20.844,3.8543
20.849,3.8523
20.855,3.8501
20.859,3.8481
20.865,3.8460
20.869,3.8440
20.874,3.8419
20.879,3.8400
20.884,3.8379
20.889,3.8360
20.894,3.8340
20.899,3.8321
20.905,3.8301
20.909,3.8282
20.915,3.8263
20.919,3.8244
20.924,3.8225
20.929,3.8206
20.934,3.8187
20.939,3.8169
20.944,3.8151
20.949,3.8133
20.954,3.8115
20.959,3.8097
20.964,3.8079
20.969,3.8062
20.974,3.8044
20.979,3.8027
20.984,3.8010
20.989,3.7993
20.994,3.7975
20.999,3.7959
21.004,3.7942
21.009,3.7925
21.014,3.7908
21.019,3.7892
21.024,3.7875
21.029,3.7859
21.035,3.7843
21.039,3.7827
21.044,3.7810
21.050,3.7794
21.054,3.7778
21.059,3.7762
21.064,3.7746
21.069,3.7730
21.074,3.7713
21.079,3.7698
21.084,3.7681
21.089,3.7665
21.094,3.7649
21.099,3.7633
21.104,3.7617
21.110,3.7601
21.114,3.7584
21.119,3.7568
21.124,3.7552
21.129,3.7536
21.134,3.7519
21.139,3.7503
21.144,3.7486
21.149,3.7469
21.154,3.7452
21.159,3.7435
21.164,3.7418
21.169,3.7401
21.174,3.7383
21.180,3.7366
21.184,3.7348
21.189,3.7330
21.195,3.7312
21.199,3.7294
21.204,3.7275
21.209,3.7256
21.214,3.7237
21.219,3.7218
21.224,3.7199
21.229,3.7179
21.234,3.7159
21.239,3.7139
21.244,3.7119
21.249,3.7098
21.254,3.7077
21.259,3.7056
21.264,3.7034
21.269,3.7013
21.274,3.6990
21.279,3.6968
21.284,3.6945
21.289,3.6922
21.294,3.6898
21.299,3.6874
21.304,3.6850
21.309,3.6826
21.314,3.6800
21.319,3.6775
21.324,3.6749
21.329,3.6723
21.334,3.6696
21.339,3.6669
21.344,3.6641
21.349,3.6613
21.354,3.6585
21.359,3.6556
21.364,3.6526
21.370,3.6496
21.374,3.6466
21.379,3.6435
21.384,3.6403
21.389,3.6371
21.394,3.6339
21.399,3.6306
21.404,3.6272
21.409,3.6238
21.414,3.6203
21.419,3.6168
21.424,3.6132
21.429,3.6096
21.434,3.6059
21.439,3.6021
21.444,3.5983
21.449,3.5944
21.454,3.5904
21.459,3.5864
21.464,3.5823
21.469,3.5782
21.474,3.5740
21.480,3.5697
21.484,3.5654
21.489,3.5610
21.494,3.5566
21.500,3.5522
21.505,3.5477
21.509,3.5432
21.514,3.5387
21.519,3.5341
21.524,3.5295
21.529,3.5249
21.534,3.5202
21.539,3.5155
21.544,3.5108
21.549,3.5061
21.554,3.5013
21.560,3.4965
21.564,3.4917
21.569,3.4868
21.574,3.4820
21.579,3.4771
21.584,3.4722
21.589,3.4673
21.594,3.4624
21.599,3.4575
21.604,3.4525
21.609,3.4475
21.614,3.4425
21.619,3.4375
21.624,3.4325
21.629,3.4275
21.634,3.4225
21.639,3.4174
21.644,3.4124
21.649,3.4073
21.654,3.4022
21.660,3.3972
21.664,3.3920
21.670,3.3870
21.674,3.3819
21.679,3.3768
21.684,3.3717
21.689,3.3666
21.694,3.3615
21.699,3.3564
21.704,3.3513
21.709,3.3462
21.714,3.3411
21.719,3.3360
21.724,3.3309
21.729,3.3258
21.734,3.3207
21.739,3.3156
21.745,3.3104
21.750,3.3054
21.754,3.3003
21.759,3.2953
21.764,3.2902
21.769,3.2852
21.774,3.2801
21.779,3.2751
21.784,3.2700
21.789,3.2651
21.794,3.2600
21.799,3.2551
21.804,3.2501
21.809,3.2452
21.814,3.2402
21.819,3.2353
21.824,3.2304
21.829,3.2255
21.834,3.2206
21.839,3.2158
21.844,3.2110
21.850,3.2062
21.854,3.2014
21.859,3.1967
21.864,3.1920
21.869,3.1874
21.874,3.1827
21.879,3.1781
21.884,3.1735
21.889,3.1690
21.894,3.1645
21.899,3.1601
21.904,3.1556
21.909,3.1513
21.914,3.1469
21.919,3.1427
21.924,3.1384
21.929,3.1342
21.934,3.1300
21.939,3.1260
21.944,3.1219
21.949,3.1180
21.954,3.1140
21.960,3.1102
21.965,3.1063
21.969,3.1028
21.974,3.0990
21.979,3.0956
21.984,3.0920
21.989,3.0887
21.994,3.0853
21.999,3.0822
22.004,3.0789
22.009,3.0760
22.014,3.0729
22.019,3.0701
22.024,3.0672
22.029,3.0646
22.034,3.0619
22.039,3.0595
22.044,3.0569
22.049,3.0547
22.054,3.0524
22.059,3.0504
22.065,3.0482
22.069,3.0465
22.074,3.0445
22.079,3.0429
22.084,3.0411
22.089,3.0398
22.094,3.0383
22.099,3.0372
22.104,3.0358
22.109,3.0350
22.114,3.0338
22.119,3.0332
22.124,3.0323
22.129,3.0319
22.134,3.0313
22.139,3.0311
22.144,3.0307
22.149,3.0308
22.154,3.0305
22.159,3.0308
22.164,3.0308
22.170,3.0313
22.174,3.0316
22.179,3.0323
22.184,3.0327
22.189,3.0337
22.194,3.0344
22.200,3.0356
22.204,3.0365
22.210,3.0378
22.215,3.0389
22.219,3.0404
22.224,3.0418
22.229,3.0434
22.234,3.0450
22.239,3.0469
22.244,3.0487
22.250,3.0508
22.255,3.0529
22.259,3.0552
22.264,3.0575
22.269,3.0600
22.274,3.0626
22.279,3.0653
22.284,3.0680
22.289,3.0710
22.294,3.0738
22.299,3.0770
22.304,3.0800
22.309,3.0835
22.314,3.0867
22.319,3.0903
22.324,3.0937
22.329,3.0975
22.334,3.1011
22.339,3.1051
22.344,3.1089
22.349,3.1130
22.354,3.1170
22.359,3.1213
22.365,3.1255
22.369,3.1300
22.374,3.1343
22.379,3.1390
22.384,3.1435
22.389,3.1484
22.394,3.1531
22.399,3.1581
22.404,3.1630
22.409,3.1682
22.414,3.1733
22.419,3.1786
22.424,3.1838
22.429,3.1893
22.434,3.1947
22.439,3.2003
22.445,3.2059
22.449,3.2117
22.455,3.2174
22.459,3.2233
22.464,3.2292
22.469,3.2352
22.474,3.2411
22.479,3.2473
22.484,3.2534
22.490,3.2597
22.494,3.2659
22.499,3.2723
22.504,3.2787
22.509,3.2852
22.514,3.2916
22.519,3.2982
22.524,3.3048
22.529,3.3115
22.534,3.3181
22.539,3.3249
22.544,3.3317
22.549,3.3386
22.554,3.3454
22.559,3.3524
22.564,3.3593
22.569,3.3663
22.574,3.3732
22.579,3.3803
22.584,3.3874
22.589,3.3945
22.594,3.4016
22.599,3.4088
22.604,3.4159
22.609,3.4232
22.614,3.4304
22.619,3.4377
22.624,3.4448
22.629,3.4521
22.634,3.4593
22.639,3.4666
22.645,3.4739
22.649,3.4813
22.654,3.4886
22.659,3.4959
22.664,3.5032
22.669,3.5105
22.674,3.5178
22.679,3.5251
22.684,3.5324
22.689,3.5397
22.694,3.5469
22.699,3.5542
22.704,3.5615
22.709,3.5688
22.714,3.5759
22.719,3.5832
22.724,3.5903
22.729,3.5975
22.734,3.6046
22.739,3.6117
22.744,3.6188
22.749,3.6259
22.754,3.6328
22.759,3.6398
22.764,3.6468
22.769,3.6537
22.774,3.6606
22.779,3.6675
22.784,3.6743
22.789,3.6811
22.794,3.6877
22.799,3.6945
22.804,3.7011
22.809,3.7078
22.815,3.7143
22.819,3.7209
22.824,3.7272
22.829,3.7337
22.834,3.7400
22.840,3.7464
22.844,3.7526
22.849,3.7588
22.854,3.7649
22.859,3.7710
22.864,3.7769
22.869,3.7828
22.875,3.7886
22.879,3.7944
22.884,3.8001
22.889,3.8057
22.894,3.8112
22.899,3.8167
22.904,3.8220
22.909,3.8272
22.915,3.8324
22.919,3.8375
22.924,3.8425
22.929,3.8474
22.934,3.8522
22.939,3.8570
22.944,3.8615
22.949,3.8661
22.954,3.8705
22.959,3.8749
22.964,3.8791
22.969,3.8832
22.974,3.8872
22.979,3.8912
22.984,3.8950
22.989,3.8987
22.995,3.9023
22.999,3.9058
23.004,3.9091
23.009,3.9124
23.014,3.9155
23.019,3.9186
23.025,3.9215
23.029,3.9243
23.034,3.9270
23.039,3.9296
23.045,3.9320
23.050,3.9344
23.054,3.9366
23.059,3.9387
23.064,3.9406
23.069,3.9425
23.074,3.9442
23.079,3.9458
23.084,3.9472
23.089,3.9486
23.094,3.9498
23.099,3.9509
23.104,3.9518
23.109,3.9527
23.114,3.9534
23.120,3.9539
23.124,3.9544
23.129,3.9547
23.134,3.9549
23.139,3.9549
23.144,3.9548
23.149,3.9546
23.154,3.9542
23.159,3.9537
23.164,3.9531
23.169,3.9523
23.174,3.9514
23.179,3.9504
23.184,3.9492
23.189,3.9479
23.194,3.9465
23.199,3.9449
23.204,3.9432
23.209,3.9413
23.214,3.9393
23.219,3.9372
23.225,3.9349
23.229,3.9325
23.234,3.9299
23.239,3.9272
23.244,3.9244
23.249,3.9214
23.254,3.9183
23.260,3.9150
23.264,3.9116
23.269,3.9081
23.274,3.9044
23.279,3.9005
23.284,3.8966
23.290,3.8924
23.294,3.8882
23.299,3.8838
23.304,3.8793
23.309,3.8746
23.314,3.8697
23.319,3.8647
23.324,3.8596
23.329,3.8544
23.335,3.8489
23.339,3.8434
23.344,3.8378
23.349,3.8319
23.354,3.8259
23.359,3.8198
23.364,3.8136
23.369,3.8072
23.374,3.8006
23.379,3.7940
23.384,3.7871
23.389,3.7802
23.394,3.7730
23.399,3.7658
23.404,3.7584
23.409,3.7509
23.414,3.7432
23.419,3.7354
23.424,3.7274
23.429,3.7193
23.434,3.7110
23.439,3.7027
23.444,3.6942
23.449,3.6855
23.454,3.6767
23.459,3.6678
23.464,3.6587
23.469,3.6495
23.474,3.6402
23.479,3.6307
23.484,3.6211
23.489,3.6113
23.494,3.6013
23.499,3.5913
23.505,3.5811
23.509,3.5708
23.514,3.5604
23.519,3.5498
23.524,3.5391
23.529,3.5282
23.534,3.5173
23.539,3.5061
23.544,3.4948
23.550,3.4833
23.554,3.4720
23.559,3.4605
23.564,3.4487
23.570,3.4370
23.574,3.4252
23.579,3.4132
23.584,3.4012
23.589,3.3890
23.594,3.3768
23.599,3.3645
23.604,3.3521
23.609,3.3396
23.614,3.3271
23.619,3.3144
23.624,3.3017
23.629,3.2889
23.634,3.2760
23.639,3.2631
23.644,3.2500
23.649,3.2370
23.654,3.2239
23.659,3.2106
23.664,3.1973
23.669,3.1841
23.674,3.1706
23.679,3.1572
23.684,3.1438
23.689,3.1302
23.694,3.1166
23.699,3.1029
23.704,3.0892
23.709,3.0755
23.714,3.0617
23.719,3.0478
23.724,3.0339
23.729,3.0200
23.734,3.0060
23.739,2.9918
23.744,2.9781
23.749,2.9639
23.754,2.9498
23.759,2.9356
23.764,2.9214
23.769,2.9071
23.774,2.8930
23.779,2.8786
23.784,2.8643
23.789,2.8500
23.795,2.8356
23.799,2.8213
23.804,2.8069
23.809,2.7924
23.814,2.7780
23.819,2.7635
23.824,2.7491
23.829,2.7345
23.834,2.7201
23.839,2.7056
23.844,2.6911
23.849,2.6765
23.854,2.6620
23.859,2.6476
23.864,2.6330
23.869,2.6184
23.874,2.6039
23.879,2.5895
23.884,2.5750
23.889,2.5605
23.894,2.5460
23.899,2.5315
23.904,2.5171
23.909,2.5025
23.914,2.4882
23.919,2.4739
23.924,2.4595
23.929,2.4451
23.934,2.4308
23.939,2.4166
23.944,2.4023
23.949,2.3882
23.954,2.3741
23.960,2.3599
23.964,2.3458
23.969,2.3318
23.974,2.3179
23.979,2.3040
23.984,2.2901
23.989,2.2763
23.994,2.2626
23.999,2.2489
24.004,2.2354
24.009,2.2218
24.014,2.2084
24.019,2.1950
24.024,2.1817
24.029,2.1686
24.034,2.1554
24.039,2.1424
24.044,2.1295
24.049,2.1166
24.054,2.1039
24.059,2.0913
24.064,2.0788
24.069,2.0663
24.074,2.0540
24.079,2.0418
24.084,2.0298
24.089,2.0178
24.094,2.0060
24.099,1.9943
24.104,1.9827
24.109,1.9712
24.114,1.9599
24.119,1.9487
24.124,1.9377
24.129,1.9268
24.134,1.9161
24.139,1.9055
24.144,1.8951
24.149,1.8848
24.154,1.8747
24.159,1.8647
24.164,1.8549
24.169,1.8452
24.174,1.8358
24.179,1.8265
24.184,1.8173
24.189,1.8084
24.194,1.7996
24.199,1.7910
24.204,1.7825
24.209,1.7743
24.214,1.7662
24.219,1.7583
24.224,1.7506
24.229,1.7431
24.234,1.7358
24.239,1.7286
24.244,1.7217
24.249,1.7149
24.254,1.7083
24.259,1.7019
24.264,1.6957
24.269,1.6897
24.274,1.6839
24.279,1.6783
24.284,1.6728
24.289,1.6676
24.294,1.6625
24.299,1.6576
24.304,1.6529
24.309,1.6484
24.314,1.6441
24.319,1.6400
24.324,1.6360
24.329,1.6322
24.334,1.6286
24.339,1.6252
24.344,1.6219
24.349,1.6188
24.354,1.6159
24.359,1.6131
24.364,1.6105
24.369,1.6081
24.374,1.6058
24.379,1.6037
24.384,1.6017
24.389,1.5999
24.394,1.5982
24.399,1.5966
24.404,1.5952
24.409,1.5939
24.414,1.5927
24.419,1.5917
24.424,1.5908
24.429,1.5900
24.435,1.5893
24.439,1.5887
24.444,1.5882
24.449,1.5878
24.454,1.5875
24.459,1.5874
24.464,1.5872
24.469,1.5872
24.474,1.5873
24.479,1.5874
24.484,1.5876
24.489,1.5879
24.494,1.5882
24.499,1.5886
24.505,1.5890
24.509,1.5895
24.514,1.5900
24.519,1.5906
24.524,1.5911
24.529,1.5918
24.534,1.5924
24.539,1.5931
24.544,1.5938
24.549,1.5945
24.554,1.5952
24.559,1.5959
24.564,1.5966
24.569,1.5973
24.574,1.5980
24.579,1.5987
24.584,1.5994
24.589,1.6000
24.594,1.6007
24.599,1.6013
24.604,1.6019
24.609,1.6024
24.615,1.6029
24.619,1.6034
24.624,1.6038
24.629,1.6042
24.634,1.6046
24.639,1.6048
24.644,1.6051
24.649,1.6052
24.654,1.6053
24.659,1.6054
24.664,1.6053
24.669,1.6052
24.674,1.6050
24.679,1.6048
24.684,1.6045
24.689,1.6041
24.694,1.6036
24.699,1.6030
24.704,1.6023
24.709,1.6015
24.714,1.6007
24.719,1.5998
24.724,1.5987
24.730,1.5976
24.734,1.5963
24.739,1.5950
24.744,1.5935
24.749,1.5920
24.754,1.5903
24.759,1.5886
24.764,1.5867
24.769,1.5847
24.774,1.5826
24.779,1.5804
24.784,1.5781
24.789,1.5756
24.794,1.5730
24.799,1.5703
24.804,1.5676
24.809,1.5646
24.814,1.5616
24.820,1.5584
24.824,1.5551
24.829,1.5517
24.834,1.5482
24.839,1.5445
24.844,1.5407
24.849,1.5368
24.854,1.5328
24.859,1.5286
24.864,1.5243
24.869,1.5199
24.874,1.5154
24.879,1.5107
24.884,1.5059
24.889,1.5009
24.895,1.4959
24.899,1.4907
24.904,1.4853
24.909,1.4798
24.914,1.4742
24.919,1.4683
24.924,1.4624
24.929,1.4564
24.934,1.4501
24.939,1.4437
24.944,1.4372
24.949,1.4305
24.954,1.4236
24.959,1.4166
24.964,1.4095
24.969,1.4022
24.974,1.3947
24.979,1.3871
24.984,1.3793
24.989,1.3713
24.994,1.3633
24.999,1.3549
25.004,1.3466
25.009,1.3381
25.014,1.3294
25.019,1.3204
25.024,1.3114
25.029,1.3023
25.034,1.2930
25.039,1.2834
25.044,1.2738
25.049,1.2640
25.054,1.2541
25.059,1.2441
25.064,1.2338
25.069,1.2235
25.074,1.2129
25.079,1.2022
25.084,1.1914
25.089,1.1804
25.094,1.1693
25.099,1.1581
25.104,1.1467
25.109,1.1352
25.114,1.1236
25.119,1.1118
25.124,1.0999
25.129,1.0879
25.134,1.0757
25.140,1.0634
25.144,1.0511
25.150,1.0384
25.154,1.0259
25.159,1.0132
25.164,1.0005
25.169,0.9875
25.174,0.9745
25.179,0.9613
25.184,0.9481
25.189,0.9347
25.194,0.9213
25.199,0.9078
25.204,0.8943
25.209,0.8807
25.214,0.8670
25.219,0.8532
25.224,0.8394
25.229,0.8256
25.234,0.8117
25.239,0.7977
25.244,0.7838
25.249,0.7698
25.254,0.7559
25.259,0.7420
25.264,0.7281
25.269,0.7140
25.274,0.7002
25.279,0.6863
25.284,0.6726
25.289,0.6590
25.294,0.6454
25.299,0.6318
25.304,0.6185
25.309,0.6052
25.314,0.5922
25.319,0.5793
25.324,0.5667
25.329,0.5543
25.334,0.5422
25.339,0.5303
25.344,0.5188
25.349,0.5076
25.354,0.4969
25.359,0.4865
25.364,0.4767
25.369,0.4674
25.374,0.4586
25.379,0.4504
25.384,0.4429
25.389,0.4360
25.394,0.4300
25.399,0.4246
25.404,0.4201
25.409,0.4164
25.414,0.4137
25.419,0.4118
25.424,0.4108
25.429,0.4108
25.434,0.4118
25.439,0.4137
25.444,0.4166
25.449,0.4204
25.454,0.4250
25.459,0.4306
25.464,0.4371
25.470,0.4444
25.475,0.4524
25.479,0.4613
25.484,0.4708
25.489,0.4810
25.494,0.4919
25.499,0.5033
25.504,0.5155
25.509,0.5280
25.514,0.5410
25.519,0.5545
25.524,0.5684
25.529,0.5827
25.535,0.5975
25.539,0.6123
25.544,0.6275
25.549,0.6429
25.554,0.6585
25.559,0.6743
25.564,0.6903
25.569,0.7063
25.574,0.7225
25.579,0.7388
25.584,0.7552
25.589,0.7716
25.594,0.7880
25.599,0.8045
25.604,0.8210
25.609,0.8375
25.614,0.8539
25.619,0.8703
25.624,0.8867
25.629,0.9030
25.635,0.9192
25.639,0.9354
25.644,0.9514
25.649,0.9674
25.654,0.9832
25.659,0.9989
25.664,1.0145
25.669,1.0300
25.674,1.0453
25.679,1.0604
25.684,1.0755
25.689,1.0903
25.694,1.1051
25.699,1.1195
25.704,1.1338
25.709,1.1478
25.714,1.1619
25.719,1.1755
25.725,1.1891
25.729,1.2025
25.735,1.2156
25.739,1.2285
25.744,1.2413
25.749,1.2536
25.754,1.2659
25.759,1.2779
25.764,1.2898
25.769,1.3013
25.774,1.3126
25.779,1.3236
25.784,1.3346
25.789,1.3452
25.794,1.3556
25.799,1.3655
25.804,1.3754
25.809,1.3849
25.815,1.3944
25.819,1.4035
25.824,1.4124
25.829,1.4209
25.834,1.4293
25.839,1.4372
25.844,1.4451
25.849,1.4526
25.854,1.4599
25.859,1.4669
25.864,1.4738
25.869,1.4802
25.874,1.4865
25.879,1.4924
25.884,1.4983
25.889,1.5037
25.894,1.5089
25.899,1.5138
25.904,1.5185
25.909,1.5229
25.914,1.5271
25.919,1.5310
25.924,1.5347
25.929,1.5381
25.934,1.5413
25.939,1.5442
25.944,1.5469
25.949,1.5492
25.954,1.5515
25.959,1.5533
25.964,1.5551
25.969,1.5565
25.974,1.5577
25.979,1.5586
25.984,1.5594
25.989,1.5599
25.994,1.5602
25.999,1.5602
26.004,1.5601
26.009,1.5596
26.014,1.5591
26.019,1.5582
26.024,1.5572
26.029,1.5559
26.034,1.5545
26.039,1.5527
26.044,1.5509
26.050,1.5488
26.054,1.5466
26.059,1.5441
26.064,1.5416
26.069,1.5387
26.074,1.5358
26.079,1.5326
26.085,1.5293
26.090,1.5258
26.094,1.5222
26.099,1.5184
26.104,1.5145
26.109,1.5104
26.114,1.5062
26.119,1.5018
26.124,1.4974
26.129,1.4927
26.134,1.4882
26.139,1.4833
26.144,1.4784
26.149,1.4734
26.154,1.4683
26.159,1.4631
26.164,1.4579
26.169,1.4524
26.174,1.4471
26.179,1.4416
26.184,1.4362
26.189,1.4306
26.194,1.4251
26.199,1.4194
26.204,1.4140
26.209,1.4084
26.214,1.4029
26.219,1.3973
26.224,1.3919
26.230,1.3864
26.234,1.3811
26.239,1.3757
26.244,1.3704
26.250,1.3651
26.254,1.3601
26.259,1.3550
26.264,1.3501
26.269,1.3453
26.274,1.3406
26.279,1.3359
26.285,1.3315
26.289,1.3272
26.294,1.3231
26.299,1.3190
26.304,1.3152
26.309,1.3115
26.314,1.3081
26.319,1.3047
26.324,1.3017
26.329,1.2987
26.334,1.2961
26.340,1.2935
26.344,1.2914
26.349,1.2893
26.354,1.2876
26.359,1.2860
26.364,1.2848
26.369,1.2837
26.374,1.2830
26.380,1.2824
26.384,1.2822
26.389,1.2822
26.395,1.2825
26.400,1.2831
26.404,1.2840
26.409,1.2851
26.415,1.2865
26.419,1.2882
26.424,1.2902
26.429,1.2924
26.434,1.2950
26.439,1.2979
26.444,1.3010
26.449,1.3044
26.454,1.3082
26.459,1.3121
26.464,1.3165
26.469,1.3210
26.474,1.3259
26.479,1.3310
26.485,1.3364
26.489,1.3421
26.494,1.3480
26.499,1.3542
26.504,1.3608
26.509,1.3674
26.514,1.3744
26.519,1.3817
26.524,1.3892
26.529,1.3969
26.535,1.4049
26.539,1.4131
26.544,1.4215
26.550,1.4302
26.554,1.4391
26.559,1.4481
26.564,1.4575
26.569,1.4669
26.574,1.4767
26.579,1.4865
26.584,1.4966
26.589,1.5068
26.594,1.5173
26.599,1.5279
26.604,1.5387
26.609,1.5497
26.615,1.5608
26.619,1.5720
26.624,1.5834
26.630,1.5950
26.634,1.6067
26.639,1.6184
26.644,1.6304
26.649,1.6424
26.654,1.6546
26.659,1.6668
26.664,1.6793
26.669,1.6918
26.674,1.7044
26.679,1.7171
26.684,1.7299
26.690,1.7428
26.694,1.7557
26.699,1.7686
26.704,1.7818
26.709,1.7949
26.714,1.8082
26.719,1.8215
26.724,1.8349
26.729,1.8483
26.735,1.8619
26.739,1.8755
26.744,1.8889
26.749,1.9024
26.754,1.9163
26.759,1.9298
26.764,1.9437
26.769,1.9573
26.774,1.9711
26.779,1.9850
26.784,1.9987
26.789,2.0126
26.794,2.0265
26.799,2.0403
26.804,2.0542
26.809,2.0682
26.814,2.0820
26.819,2.0960
26.824,2.1099
26.829,2.1238
26.835,2.1378
26.839,2.1517
26.844,2.1655
26.849,2.1792
26.854,2.1927
26.859,2.2062
26.864,2.2195
26.870,2.2328
26.874,2.2459
26.879,2.2590
26.884,2.2721
26.889,2.2852
26.894,2.2982
26.899,2.3107
26.904,2.3233
26.909,2.3357
26.914,2.3479
26.919,2.3599
26.924,2.3718
26.929,2.3835
26.934,2.3950
26.939,2.4064
26.944,2.4176
26.949,2.4286
26.954,2.4394
26.959,2.4499
26.964,2.4603
26.969,2.4704
26.974,2.4803
26.979,2.4899
26.985,2.4993
26.989,2.5085
26.994,2.5175
26.999,2.5262
27.004,2.5347
27.009,2.5428
27.014,2.5508
27.019,2.5584
27.024,2.5658
27.029,2.5729
27.034,2.5798
27.039,2.5864
27.044,2.5928
27.049,2.5988
27.054,2.6046
27.059,2.6101
27.064,2.6153
27.069,2.6202
27.074,2.6249
27.079,2.6292
27.084,2.6334
27.089,2.6371
27.094,2.6407
27.099,2.6439
27.104,2.6469
27.109,2.6495
27.114,2.6520
27.119,2.6541
27.124,2.6560
27.129,2.6575
27.134,2.6588
27.139,2.6598
27.144,2.6606
27.149,2.6610
27.154,2.6612
27.160,2.6611
27.164,2.6608
27.169,2.6602
27.174,2.6594
27.179,2.6582
27.184,2.6569
27.189,2.6552
27.195,2.6534
27.199,2.6512
27.204,2.6489
27.209,2.6462
27.214,2.6434
27.219,2.6403
27.225,2.6370
27.229,2.6335
27.234,2.6298
27.239,2.6257
27.244,2.6216
27.249,2.6172
27.254,2.6126
27.259,2.6078
27.264,2.6028
27.269,2.5976
27.274,2.5922
27.279,2.5866
27.284,2.5809
27.289,2.5749
27.295,2.5688
27.299,2.5625
27.304,2.5561
27.309,2.5495
27.314,2.5428
27.319,2.5358
27.324,2.5288
27.329,2.5217
27.334,2.5144
27.339,2.5070
27.344,2.4995
27.349,2.4919
27.354,2.4841
27.359,2.4763
27.364,2.4684
27.369,2.4604
27.374,2.4524
27.379,2.4443
27.384,2.4361
27.389,2.4279
27.394,2.4195
27.400,2.4112
27.404,2.4029
27.409,2.3945
27.414,2.3861
27.419,2.3777
27.424,2.3693
27.429,2.3609
27.434,2.3525
27.439,2.3441
27.444,2.3357
27.449,2.3274
27.454,2.3191
27.459,2.3109
27.464,2.3026
27.469,2.2944
27.474,2.2862
27.479,2.2782
27.484,2.2701
27.489,2.2623
27.494,2.2543
27.499,2.2466
27.504,2.2389
27.509,2.2313
27.514,2.2237
27.519,2.2163
27.524,2.2089
27.529,2.2017
27.534,2.1946
27.540,2.1875
27.544,2.1807
27.549,2.1741
27.554,2.1675
27.560,2.1611
27.564,2.1548
27.569,2.1488
27.574,2.1428
27.579,2.1371
27.584,2.1314
27.589,2.1260
27.594,2.1207
27.599,2.1156
27.605,2.1106
27.609,2.1060
27.614,2.1014
27.619,2.0971
27.624,2.0929
27.629,2.0889
27.634,2.0851
27.639,2.0815
27.644,2.0781
27.649,2.0749
27.654,2.0718
27.659,2.0690
27.664,2.0664
27.669,2.0640
27.674,2.0617
27.679,2.0597
27.684,2.0578
27.690,2.0562
27.695,2.0547
27.699,2.0535
27.704,2.0524
27.709,2.0515
27.714,2.0508
27.719,2.0503
27.724,2.0499
27.729,2.0498
27.734,2.0498
27.740,2.0500
27.744,2.0503
27.749,2.0509
27.754,2.0515
27.759,2.0524
27.764,2.0534
27.769,2.0546
27.774,2.0559
27.779,2.0574
27.784,2.0589
27.789,2.0607
27.794,2.0626
27.799,2.0646
27.804,2.0668
27.809,2.0690
27.814,2.0714
27.819,2.0739
27.824,2.0765
27.829,2.0793
27.834,2.0821
27.839,2.0850
27.844,2.0880
27.849,2.0912
27.854,2.0943
27.859,2.0976
27.864,2.1010
27.869,2.1044
27.874,2.1079
27.879,2.1114
27.884,2.1150
27.889,2.1186
27.894,2.1223
27.899,2.1261
27.905,2.1298
27.909,2.1336
27.914,2.1374
27.919,2.1413
27.924,2.1451
27.929,2.1490
27.934,2.1528
27.939,2.1567
27.944,2.1606
27.949,2.1644
27.954,2.1683
27.959,2.1721
27.964,2.1759
27.969,2.1797
27.974,2.1834
27.979,2.1872
27.984,2.1908
27.989,2.1945
27.994,2.1980
27.999,2.2016
28.004,2.2050
28.010,2.2085
28.014,2.2118
28.019,2.2152
28.024,2.2184
28.029,2.2216
28.034,2.2247
28.039,2.2277
28.044,2.2306
28.049,2.2335
28.054,2.2363
28.059,2.2390
28.064,2.2416
28.069,2.2442
28.074,2.2466
28.079,2.2490
28.084,2.2512
28.089,2.2534
28.094,2.2554
28.099,2.2574
28.104,2.2592
28.109,2.2609
28.115,2.2626
28.119,2.2641
28.124,2.2655
28.129,2.2668
28.134,2.2680
28.139,2.2691
28.144,2.2700
28.149,2.2709
28.154,2.2716
28.159,2.2722
28.164,2.2727
28.169,2.2730
28.174,2.2733
28.180,2.2734
28.184,2.2734
28.189,2.2732
28.194,2.2729
