elapsed_time_s,speed_mps
45.055,3.5972
45.096,3.6049
45.096,3.6125
45.096,3.6199
45.096,3.6272
45.096,3.6344
45.096,3.6413
45.097,3.6482
45.097,3.6549
45.099,3.6615
45.104,3.6678
45.153,3.6740
45.153,3.6800
45.153,3.6859
45.153,3.6915
45.153,3.6971
45.153,3.7025
45.153,3.7077
45.153,3.7127
45.153,3.7176
45.154,3.7223
45.159,3.7269
45.200,3.7313
45.201,3.7355
45.201,3.7395
45.201,3.7434
45.201,3.7471
45.201,3.7507
45.201,3.7541
45.201,3.7573
45.205,3.7603
45.209,3.7631
45.252,3.7658
45.253,3.7684
45.253,3.7707
45.253,3.7729
45.253,3.7749
45.253,3.7768
45.253,3.7784
45.253,3.7799
45.255,3.7813
45.259,3.7825
45.301,3.7834
45.301,3.7843
45.301,3.7849
45.301,3.7854
45.301,3.7857
45.301,3.7859
45.301,3.7858
45.301,3.7857
45.304,3.7853
45.309,3.7848
45.353,3.7841
45.353,3.7832
45.353,3.7821
45.353,3.7810
45.353,3.7796
45.353,3.7781
45.353,3.7764
45.353,3.7745
45.354,3.7725
45.359,3.7703
45.405,3.7680
45.405,3.7655
45.405,3.7628
45.405,3.7600
45.405,3.7570
45.405,3.7538
45.405,3.7505
45.405,3.7471
45.405,3.7434
45.410,3.7396
45.452,3.7357
45.452,3.7316
45.453,3.7273
45.453,3.7229
45.453,3.7184
45.453,3.7137
45.453,3.7087
45.453,3.7037
45.454,3.6986
45.459,3.6933
45.500,3.6878
45.500,3.6822
45.500,3.6765
45.500,3.6706
45.500,3.6645
45.500,3.6583
45.500,3.6519
45.500,3.6455
45.504,3.6388
45.509,3.6321
45.553,3.6251
45.553,3.6181
45.553,3.6109
45.553,3.6036
45.553,3.5961
45.553,3.5885
45.553,3.5808
45.553,3.5729
45.554,3.5649
45.559,3.5568
45.605,3.5485
45.605,3.5402
45.605,3.5316
45.605,3.5231
45.605,3.5145
45.605,3.5057
45.605,3.4969
45.605,3.4879
45.606,3.4788
45.609,3.4698
45.657,3.4606
45.657,3.4513
45.657,3.4419
45.657,3.4325
45.657,3.4229
45.657,3.4134
45.657,3.4036
45.657,3.3939
45.657,3.3840
45.660,3.3742
45.664,3.3643
45.708,3.3543
45.708,3.3443
45.708,3.3341
45.708,3.3240
45.708,3.3138
45.708,3.3035
45.708,3.2931
45.708,3.2828
45.709,3.2723
45.714,3.2619
45.756,3.2514
45.756,3.2409
45.757,3.2304
45.757,3.2197
45.757,3.2090
45.757,3.1983
45.757,3.1876
45.757,3.1769
45.759,3.1660
45.764,3.1552
45.808,3.1443
45.808,3.1334
45.808,3.1227
45.808,3.1117
45.808,3.1007
45.808,3.0897
45.808,3.0788
45.808,3.0677
45.809,3.0567
45.814,3.0456
45.857,3.0346
45.857,3.0236
45.857,3.0125
45.857,3.0013
45.857,2.9902
45.857,2.9791
45.857,2.9680
45.857,2.9569
45.859,2.9457
45.864,2.9346
45.909,2.9234
45.909,2.9123
45.909,2.9011
45.909,2.8900
45.909,2.8788
45.909,2.8677
45.909,2.8566
45.909,2.8455
45.910,2.8343
45.914,2.8232
45.961,2.8120
45.961,2.8011
45.961,2.7900
45.961,2.7790
45.961,2.7679
45.961,2.7569
45.961,2.7459
45.961,2.7349
45.961,2.7240
45.964,2.7131
45.969,2.7022
46.012,2.6913
46.013,2.6805
46.013,2.6696
46.013,2.6589
46.013,2.6482
46.013,2.6375
46.013,2.6269
46.013,2.6163
46.015,2.6057
46.019,2.5952
46.060,2.5848
46.061,2.5745
46.061,2.5641
46.061,2.5538
46.061,2.5436
46.061,2.5335
46.061,2.5234
46.061,2.5134
46.065,2.5034
46.069,2.4936
46.112,2.4837
46.113,2.4741
46.113,2.4644
46.113,2.4549
46.113,2.4454
46.113,2.4361
46.113,2.4267
46.113,2.4176
46.114,2.4085
46.119,2.3995
46.164,2.3906
46.164,2.3819
46.164,2.3732
46.164,2.3647
46.164,2.3563
46.165,2.3480
46.165,2.3398
46.165,2.3318
46.165,2.3239
46.169,2.3161
46.216,2.3085
46.217,2.3010
46.217,2.2936
46.217,2.2864
46.217,2.2793
46.217,2.2725
46.217,2.2657
46.217,2.2592
46.217,2.2527
46.220,2.2465
46.224,2.2404
46.268,2.2345
46.269,2.2288
46.269,2.2232
46.269,2.2178
46.269,2.2127
46.269,2.2077
46.269,2.2029
46.269,2.1982
46.270,2.1938
46.274,2.1896
46.316,2.1856
46.317,2.1817
46.317,2.1781
46.317,2.1746
46.317,2.1714
46.317,2.1684
46.317,2.1656
46.317,2.1629
46.319,2.1606
46.324,2.1583
46.368,2.1564
46.369,2.1546
46.369,2.1530
46.369,2.1516
46.369,2.1505
46.369,2.1495
46.369,2.1488
46.369,2.1483
46.370,2.1480
46.374,2.1479
46.416,2.1480
46.416,2.1483
46.416,2.1488
46.416,2.1495
46.417,2.1505
46.417,2.1516
46.417,2.1530
46.417,2.1545
46.419,2.1563
46.424,2.1582
46.468,2.1604
46.469,2.1627
46.469,2.1652
46.469,2.1679
46.469,2.1709
46.469,2.1739
46.469,2.1773
46.469,2.1807
46.470,2.1844
46.474,2.1882
46.516,2.1923
46.517,2.1964
46.517,2.2008
46.517,2.2053
46.517,2.2100
46.517,2.2148
46.517,2.2199
46.517,2.2250
46.519,2.2304
46.524,2.2358
46.568,2.2415
46.569,2.2473
46.569,2.2533
46.569,2.2593
46.569,2.2656
46.569,2.2719
46.569,2.2784
46.569,2.2850
46.569,2.2918
46.574,2.2986
46.616,2.3057
46.616,2.3128
46.616,2.3201
46.616,2.3273
46.616,2.3349
46.616,2.3424
46.616,2.3501
46.616,2.3579
46.619,2.3658
46.624,2.3737
46.669,2.3819
46.669,2.3900
46.669,2.3983
46.669,2.4066
46.669,2.4151
46.669,2.4236
46.669,2.4322
46.669,2.4408
46.670,2.4496
46.674,2.4584
46.718,2.4674
46.718,2.4763
46.718,2.4854
46.718,2.4944
46.718,2.5036
46.718,2.5128
46.718,2.5221
46.718,2.5314
46.720,2.5408
46.724,2.5501
46.772,2.5597
46.772,2.5692
46.772,2.5788
46.772,2.5883
46.772,2.5980
46.772,2.6076
46.772,2.6174
46.772,2.6270
46.772,2.6369
46.774,2.6467
46.779,2.6566
46.820,2.6664
46.820,2.6764
46.820,2.6862
46.820,2.6962
46.821,2.7060
46.821,2.7161
46.821,2.7260
46.821,2.7360
46.824,2.7460
46.829,2.7560
46.872,2.7661
46.873,2.7762
46.873,2.7862
46.873,2.7963
46.873,2.8064
46.873,2.8165
46.873,2.8264
46.873,2.8365
46.875,2.8465
46.879,2.8566
46.925,2.8666
46.925,2.8769
46.925,2.8868
46.925,2.8969
46.925,2.9068
46.925,2.9169
46.925,2.9268
46.925,2.9369
46.925,2.9468
46.929,2.9568
46.973,2.9666
46.973,2.9766
46.973,2.9864
46.973,2.9963
46.973,3.0061
46.973,3.0160
46.973,3.0257
46.973,3.0355
46.975,3.0451
46.979,3.0549
47.020,3.0645
47.021,3.0742
47.021,3.0837
47.021,3.0933
47.021,3.1029
47.021,3.1123
47.021,3.1217
47.021,3.1312
47.025,3.1405
47.029,3.1499
47.072,3.1592
47.072,3.1685
47.073,3.1777
47.073,3.1870
47.073,3.1961
47.073,3.2051
47.073,3.2141
47.073,3.2232
47.074,3.2321
47.079,3.2411
47.125,3.2499
47.125,3.2587
47.125,3.2675
47.125,3.2763
47.125,3.2849
47.125,3.2936
47.125,3.3022
47.125,3.3107
47.125,3.3191
47.129,3.3276
47.177,3.3359
47.177,3.3444
47.177,3.3526
47.177,3.3609
47.177,3.3690
47.177,3.3771
47.177,3.3851
47.177,3.3932
47.177,3.4011
47.179,3.4090
47.184,3.4169
47.228,3.4248
47.229,3.4325
47.229,3.4402
47.229,3.4478
47.229,3.4555
47.229,3.4630
47.229,3.4705
47.229,3.4779
47.229,3.4854
47.234,3.4926
47.277,3.5000
47.277,3.5071
47.277,3.5144
47.277,3.5215
47.277,3.5286
47.277,3.5355
47.277,3.5425
47.277,3.5494
47.280,3.5563
47.284,3.5630
47.328,3.5698
47.328,3.5764
47.329,3.5831
47.329,3.5896
47.329,3.5962
47.329,3.6026
47.329,3.6091
47.329,3.6154
47.329,3.6218
47.334,3.6280
47.376,3.6343
47.376,3.6404
47.376,3.6465
47.377,3.6525
47.377,3.6585
47.377,3.6644
47.377,3.6704
47.377,3.6762
47.379,3.6820
47.384,3.6877
47.429,3.6934
47.429,3.6989
47.429,3.7046
47.429,3.7100
47.429,3.7155
47.429,3.7208
47.429,3.7263
47.429,3.7315
47.430,3.7368
47.434,3.7420
47.476,3.7472
47.476,3.7522
47.476,3.7573
47.476,3.7622
47.476,3.7672
47.476,3.7720
47.476,3.7769
47.476,3.7817
47.480,3.7865
47.484,3.7911
47.528,3.7957
47.528,3.8002
47.528,3.8048
47.528,3.8093
47.528,3.8138
47.528,3.8180
47.528,3.8224
47.528,3.8266
47.529,3.8309
47.534,3.8350
47.576,3.8392
47.576,3.8432
47.576,3.8473
47.576,3.8512
47.576,3.8552
47.576,3.8590
47.576,3.8629
47.576,3.8666
47.579,3.8704
47.584,3.8741
47.632,3.8778
47.632,3.8813
47.632,3.8849
47.632,3.8883
47.632,3.8918
47.632,3.8951
47.632,3.8985
47.632,3.9018
47.632,3.9050
47.634,3.9081
47.639,3.9113
47.680,3.9144
47.681,3.9174
47.681,3.9204
47.681,3.9233
47.681,3.9262
47.681,3.9290
47.681,3.9317
47.681,3.9345
47.684,3.9371
47.689,3.9398
47.733,3.9423
47.733,3.9448
47.733,3.9472
47.733,3.9497
47.733,3.9520
47.733,3.9543
47.733,3.9565
47.733,3.9587
47.735,3.9608
47.739,3.9630
47.780,3.9650
47.780,3.9670
47.780,3.9689
47.780,3.9708
47.780,3.9726
47.780,3.9744
47.780,3.9760
47.780,3.9777
47.784,3.9793
47.789,3.9809
47.833,3.9824
47.833,3.9839
47.833,3.9852
47.833,3.9866
47.833,3.9879
47.833,3.9892
47.833,3.9903
47.833,3.9915
47.835,3.9926
47.839,3.9936
47.880,3.9946
47.881,3.9956
47.881,3.9964
47.881,3.9973
47.881,3.9980
47.881,3.9988
47.881,3.9995
47.881,4.0002
47.884,4.0007
47.889,4.0013
47.932,4.0018
47.933,4.0023
47.933,4.0027
47.933,4.0031
47.933,4.0034
47.933,4.0037
47.933,4.0039
47.933,4.0041
47.935,4.0042
47.939,4.0044
47.981,4.0044
47.981,4.0045
47.981,4.0045
47.981,4.0045
47.981,4.0044
47.981,4.0043
47.981,4.0041
47.981,4.0040
47.985,4.0037
47.989,4.0035
48.037,4.0032
48.037,4.0029
48.037,4.0025
48.037,4.0022
48.037,4.0018
48.037,4.0014
48.037,4.0009
48.037,4.0005
48.037,3.9999
48.039,3.9994
48.044,3.9988
48.088,3.9983
48.088,3.9977
48.089,3.9971
48.089,3.9964
48.089,3.9958
48.089,3.9950
48.089,3.9944
48.089,3.9936
48.090,3.9929
48.094,3.9921
48.136,3.9914
48.136,3.9906
48.136,3.9899
48.137,3.9890
48.137,3.9882
48.137,3.9874
48.137,3.9866
48.137,3.9858
48.140,3.9849
48.145,3.9841
48.188,3.9833
48.188,3.9824
48.188,3.9816
48.188,3.9807
48.188,3.9798
48.188,3.9789
48.188,3.9781
48.188,3.9772
48.189,3.9764
48.194,3.9755
48.241,3.9747
48.241,3.9738
48.241,3.9729
48.241,3.9720
48.241,3.9712
48.241,3.9704
48.241,3.9695
48.241,3.9687
48.241,3.9679
48.245,3.9670
48.249,3.9663
48.293,3.9654
48.293,3.9647
48.293,3.9639
48.293,3.9631
48.293,3.9623
48.293,3.9616
48.293,3.9608
48.293,3.9601
48.294,3.9593
48.299,3.9586
48.341,3.9579
48.341,3.9572
48.341,3.9565
48.341,3.9559
48.341,3.9553
48.341,3.9548
48.341,3.9542
48.341,3.9538
48.345,3.9533
48.349,3.9529
48.392,3.9525
48.393,3.9521
48.393,3.9518
48.393,3.9516
48.393,3.9513
48.393,3.9511
48.393,3.9510
48.393,3.9509
48.394,3.9508
48.399,3.9508
48.440,3.9508
48.440,3.9508
48.440,3.9509
48.440,3.9511
48.440,3.9512
48.440,3.9515
48.440,3.9517
48.440,3.9520
48.445,3.9523
48.450,3.9527
48.492,3.9530
48.492,3.9535
48.492,3.9539
48.492,3.9544
48.492,3.9549
48.492,3.9555
48.492,3.9561
48.492,3.9567
48.494,3.9573
48.499,3.9580
48.541,3.9587
48.541,3.9595
48.541,3.9602
48.541,3.9610
48.541,3.9617
48.541,3.9626
48.541,3.9633
48.541,3.9642
48.544,3.9650
48.549,3.9659
48.592,3.9668
48.593,3.9677
48.593,3.9686
48.593,3.9696
48.593,3.9705
48.593,3.9715
48.593,3.9724
48.593,3.9734
48.594,3.9743
48.599,3.9753
48.640,3.9763
48.641,3.9773
48.641,3.9782
48.641,3.9792
48.641,3.9801
48.641,3.9811
48.641,3.9820
48.641,3.9830
48.644,3.9839
48.649,3.9849
48.692,3.9857
48.692,3.9867
48.693,3.9875
48.693,3.9884
48.693,3.9892
48.693,3.9901
48.693,3.9909
48.693,3.9917
48.694,3.9925
48.699,3.9933
48.740,3.9940
48.741,3.9947
48.741,3.9954
48.741,3.9961
48.741,3.9967
48.741,3.9973
48.741,3.9979
48.741,3.9985
48.744,3.9990
48.750,3.9995
48.792,3.9999
48.793,4.0004
48.793,4.0008
48.793,4.0012
48.793,4.0015
48.793,4.0018
48.793,4.0020
48.793,4.0023
48.794,4.0024
48.799,4.0026
48.840,4.0027
48.841,4.0028
48.841,4.0028
48.841,4.0028
48.841,4.0027
48.841,4.0027
48.841,4.0025
48.841,4.0023
48.844,4.0021
48.849,4.0018
48.892,4.0015
48.892,4.0012
48.892,4.0007
48.892,4.0003
48.892,3.9998
48.892,3.9993
48.892,3.9986
48.892,3.9980
48.894,3.9973
48.899,3.9966
48.940,3.9958
48.941,3.9950
48.941,3.9941
48.941,3.9932
48.941,3.9922
48.941,3.9912
48.941,3.9901
48.941,3.9890
48.944,3.9878
48.949,3.9866
48.993,3.9853
48.993,3.9840
48.993,3.9826
48.993,3.9812
48.993,3.9797
48.993,3.9782
48.993,3.9766
48.993,3.9750
48.994,3.9733
48.999,3.9716
49.040,3.9697
49.041,3.9679
49.041,3.9660
49.041,3.9641
49.041,3.9620
49.041,3.9600
49.041,3.9579
49.041,3.9557
49.044,3.9535
49.049,3.9513
49.093,3.9490
49.093,3.9467
49.093,3.9443
49.093,3.9419
49.093,3.9394
49.093,3.9369
49.093,3.9344
49.093,3.9319
49.095,3.9292
49.099,3.9266
49.145,3.9239
49.145,3.9213
49.145,3.9185
49.145,3.9158
49.145,3.9130
49.145,3.9102
49.145,3.9073
49.145,3.9046
49.145,3.9016
49.149,3.8988
49.192,3.8959
49.193,3.8930
49.193,3.8900
49.193,3.8871
49.193,3.8841
49.193,3.8812
49.193,3.8782
49.193,3.8752
49.195,3.8722
49.200,3.8692
49.244,3.8662
49.245,3.8632
49.245,3.8601
49.245,3.8571
49.245,3.8541
49.245,3.8511
49.245,3.8480
49.245,3.8450
49.245,3.8420
49.249,3.8390
49.292,3.8360
49.293,3.8330
49.293,3.8300
49.293,3.8271
49.293,3.8241
49.293,3.8212
49.293,3.8182
49.293,3.8154
49.294,3.8124
49.299,3.8096
49.344,3.8067
49.344,3.8039
49.344,3.8011
49.344,3.7983
49.344,3.7956
49.345,3.7928
49.345,3.7901
49.345,3.7875
49.345,3.7848
49.349,3.7822
49.393,3.7796
49.393,3.7770
49.393,3.7745
49.393,3.7720
49.393,3.7695
49.393,3.7671
49.393,3.7647
49.393,3.7624
49.395,3.7601
49.399,3.7578
49.444,3.7556
49.444,3.7534
49.444,3.7512
49.444,3.7491
49.444,3.7470
49.444,3.7450
49.444,3.7430
49.444,3.7411
49.444,3.7392
49.449,3.7374
49.493,3.7355
49.493,3.7338
49.493,3.7320
49.493,3.7304
49.493,3.7287
49.493,3.7272
49.493,3.7256
49.493,3.7242
49.495,3.7227
49.499,3.7214
49.540,3.7200
49.540,3.7188
49.540,3.7175
49.540,3.7163
49.540,3.7152
49.540,3.7141
49.540,3.7130
49.540,3.7120
49.544,3.7110
49.549,3.7102
49.592,3.7092
49.593,3.7085
49.593,3.7077
49.593,3.7070
49.593,3.7062
49.593,3.7056
49.593,3.7050
49.593,3.7045
49.594,3.7039
49.599,3.7035
49.641,3.7031
49.641,3.7027
49.641,3.7023
49.641,3.7021
49.641,3.7018
49.641,3.7016
49.641,3.7014
49.641,3.7013
49.645,3.7012
49.649,3.7011
49.692,3.7011
49.692,3.7011
49.692,3.7011
49.692,3.7012
49.692,3.7013
49.692,3.7015
49.692,3.7016
49.693,3.7019
49.694,3.7021
49.699,3.7023
49.745,3.7026
49.745,3.7029
49.745,3.7033
49.745,3.7037
49.745,3.7040
49.745,3.7044
49.745,3.7048
49.745,3.7053
49.745,3.7057
49.749,3.7063
49.792,3.7067
49.793,3.7073
49.793,3.7078
49.793,3.7083
49.793,3.7089
49.793,3.7095
49.793,3.7101
49.793,3.7109
49.794,3.7116
49.799,3.7124
49.841,3.7131
49.841,3.7140
49.841,3.7149
49.841,3.7158
49.841,3.7168
49.841,3.7178
49.841,3.7188
49.841,3.7199
49.845,3.7210
49.849,3.7222
49.892,3.7234
49.892,3.7246
49.892,3.7259
49.893,3.7272
49.893,3.7285
49.893,3.7299
49.893,3.7313
49.893,3.7328
49.894,3.7342
49.899,3.7358
49.940,3.7373
49.940,3.7389
49.940,3.7405
49.940,3.7422
49.940,3.7438
49.940,3.7456
49.940,3.7473
49.941,3.7491
49.944,3.7508
49.949,3.7527
49.993,3.7545
49.993,3.7564
49.993,3.7583
49.993,3.7602
49.993,3.7621
49.993,3.7642
49.993,3.7661
49.993,3.7682
49.995,3.7702
49.999,3.7722
50.040,3.7743
50.040,3.7764
50.040,3.7785
50.040,3.7806
50.040,3.7828
50.040,3.7849
50.040,3.7871
50.040,3.7893
50.044,3.7915
50.049,3.7937
50.093,3.7959
50.093,3.7982
50.093,3.8004
50.093,3.8027
50.093,3.8049
50.093,3.8073
50.093,3.8095
50.093,3.8118
50.095,3.8141
50.099,3.8165
50.140,3.8187
50.141,3.8211
50.141,3.8234
50.141,3.8258
50.141,3.8281
50.141,3.8305
50.141,3.8328
50.141,3.8352
50.145,3.8375
50.149,3.8399
50.192,3.8423
50.192,3.8447
50.192,3.8470
50.192,3.8494
50.192,3.8518
50.192,3.8542
50.192,3.8565
50.192,3.8589
50.194,3.8613
50.199,3.8637
50.240,3.8660
50.240,3.8685
50.240,3.8708
50.240,3.8732
50.240,3.8756
50.240,3.8780
50.240,3.8803
50.240,3.8828
50.244,3.8851
50.249,3.8875
50.292,3.8898
50.292,3.8922
50.292,3.8945
50.292,3.8968
50.292,3.8991
50.292,3.9015
50.292,3.9038
50.292,3.9062
50.295,3.9084
50.299,3.9107
50.340,3.9130
50.340,3.9153
50.340,3.9176
50.340,3.9199
50.340,3.9221
50.340,3.9244
50.340,3.9265
50.340,3.9288
50.344,3.9309
50.349,3.9332
50.392,3.9353
50.392,3.9375
50.392,3.9396
50.392,3.9417
50.392,3.9438
50.392,3.9459
50.392,3.9479
50.392,3.9500
50.394,3.9520
50.399,3.9540
50.440,3.9560
50.440,3.9580
50.440,3.9599
50.440,3.9618
50.441,3.9636
50.441,3.9655
50.441,3.9673
50.441,3.9691
50.444,3.9708
50.449,3.9726
50.492,3.9743
50.492,3.9760
50.493,3.9776
50.493,3.9792
50.493,3.9807
50.493,3.9823
50.493,3.9837
50.493,3.9852
50.495,3.9865
50.499,3.9879
50.540,3.9892
50.541,3.9905
50.541,3.9917
50.541,3.9929
50.541,3.9940
50.541,3.9951
50.541,3.9961
50.541,3.9971
50.545,3.9980
50.549,3.9990
50.592,3.9998
50.593,4.0006
50.593,4.0013
50.593,4.0021
50.593,4.0027
50.593,4.0033
50.593,4.0038
50.593,4.0043
50.595,4.0047
50.599,4.0052
50.640,4.0054
50.641,4.0058
50.641,4.0059
50.641,4.0061
50.641,4.0062
50.641,4.0063
50.641,4.0063
50.641,4.0062
50.645,4.0061
50.649,4.0060
50.692,4.0057
50.692,4.0055
50.692,4.0051
50.692,4.0047
50.692,4.0042
50.692,4.0038
50.692,4.0032
50.692,4.0026
50.694,4.0019
50.699,4.0012
50.740,4.0004
50.741,3.9995
50.741,3.9986
50.741,3.9977
50.741,3.9966
50.741,3.9956
50.741,3.9945
50.741,3.9933
50.745,3.9920
50.749,3.9908
50.792,3.9894
50.792,3.9881
50.792,3.9866
50.793,3.9851
50.793,3.9836
50.793,3.9820
50.793,3.9803
50.793,3.9786
50.794,3.9768
50.799,3.9751
50.840,3.9732
50.841,3.9713
50.841,3.9693
50.841,3.9674
50.841,3.9653
50.841,3.9632
50.841,3.9611
50.841,3.9589
50.844,3.9567
50.849,3.9544
50.893,3.9521
50.893,3.9498
50.893,3.9474
50.893,3.9450
50.893,3.9425
50.893,3.9400
50.893,3.9375
50.893,3.9349
50.894,3.9323
50.899,3.9297
50.940,3.9270
50.941,3.9243
50.941,3.9216
50.941,3.9188
50.941,3.9160
50.941,3.9132
50.941,3.9103
50.941,3.9075
50.944,3.9045
50.949,3.9016
50.992,3.8987
50.993,3.8957
50.993,3.8927
50.993,3.8897
50.993,3.8867
50.993,3.8836
50.993,3.8806
50.993,3.8775
50.994,3.8744
50.999,3.8713
51.040,3.8682
51.040,3.8651
51.040,3.8619
51.040,3.8588
51.040,3.8556
51.041,3.8524
51.041,3.8492
51.041,3.8461
51.045,3.8429
51.049,3.8397
51.092,3.8365
51.093,3.8333
51.093,3.8301
51.093,3.8269
51.093,3.8237
51.093,3.8205
51.093,3.8173
51.093,3.8141
51.094,3.8109
51.099,3.8077
51.140,3.8045
51.140,3.8014
51.140,3.7982
51.140,3.7950
51.140,3.7918
51.140,3.7887
51.140,3.7856
51.141,3.7824
51.144,3.7793
51.149,3.7762
51.192,3.7730
51.192,3.7699
51.192,3.7668
51.192,3.7637
51.192,3.7607
51.192,3.7576
51.192,3.7546
51.192,3.7515
51.194,3.7485
51.199,3.7454
51.244,3.7424
51.244,3.7394
51.244,3.7364
51.244,3.7334
51.244,3.7304
51.244,3.7275
51.244,3.7246
51.245,3.7216
51.245,3.7187
51.249,3.7158
51.293,3.7129
51.293,3.7100
51.293,3.7071
51.293,3.7042
51.293,3.7013
51.293,3.6985
51.293,3.6956
51.293,3.6928
51.294,3.6899
51.299,3.6871
51.340,3.6842
51.340,3.6814
51.341,3.6786
51.341,3.6757
51.341,3.6729
51.341,3.6701
51.341,3.6673
51.341,3.6644
51.345,3.6616
51.349,3.6588
51.392,3.6560
51.393,3.6531
51.393,3.6503
51.393,3.6474
51.393,3.6446
51.393,3.6417
51.393,3.6388
51.393,3.6359
51.394,3.6330
51.399,3.6301
51.440,3.6272
51.440,3.6242
51.440,3.6213
51.440,3.6183
51.440,3.6153
51.440,3.6123
51.440,3.6093
51.440,3.6062
51.444,3.6031
51.449,3.6000
51.496,3.5969
51.497,3.5937
51.497,3.5906
51.497,3.5873
51.497,3.5841
51.497,3.5808
51.497,3.5775
51.497,3.5742
51.497,3.5708
51.499,3.5673
51.504,3.5639
51.548,3.5604
51.548,3.5568
51.548,3.5532
51.548,3.5496
51.548,3.5459
51.548,3.5422
51.548,3.5385
51.548,3.5346
51.549,3.5308
51.554,3.5268
51.596,3.5229
51.597,3.5188
51.597,3.5147
51.597,3.5106
51.597,3.5064
51.597,3.5021
51.597,3.4978
51.597,3.4934
51.599,3.4890
51.604,3.4844
51.648,3.4798
51.648,3.4752
51.648,3.4705
51.648,3.4657
51.648,3.4608
51.648,3.4559
51.648,3.4508
51.648,3.4457
51.649,3.4405
51.654,3.4353
51.696,3.4300
51.696,3.4246
51.696,3.4191
51.696,3.4135
51.696,3.4078
51.696,3.4021
51.696,3.3962
51.696,3.3903
51.699,3.3843
51.704,3.3782
51.748,3.3720
51.748,3.3657
51.748,3.3593
51.748,3.3529
51.749,3.3463
51.749,3.3397
51.749,3.3329
51.749,3.3261
51.749,3.3191
51.754,3.3120
51.800,3.3049
51.800,3.2976
51.800,3.2902
51.800,3.2828
51.800,3.2752
51.800,3.2676
51.800,3.2599
51.800,3.2520
51.800,3.2440
51.804,3.2359
51.809,3.2277
51.853,3.2194
51.853,3.2110
51.853,3.2026
51.853,3.1939
51.853,3.1852
51.853,3.1763
51.853,3.1674
51.853,3.1583
51.854,3.1492
51.859,3.1398
51.900,3.1305
51.900,3.1210
51.900,3.1114
51.900,3.1016
51.900,3.0918
51.900,3.0819
51.900,3.0718
51.901,3.0617
51.904,3.0513
51.909,3.0409
51.957,3.0304
51.957,3.0198
51.957,3.0091
51.957,2.9982
51.957,2.9872
51.957,2.9761
51.957,2.9649
51.957,2.9536
51.957,2.9422
51.959,2.9306
51.964,2.9190
52.008,2.9072
52.009,2.8954
52.009,2.8834
52.009,2.8713
52.009,2.8590
52.009,2.8468
52.009,2.8343
52.009,2.8218
52.009,2.8090
52.014,2.7962
52.056,2.7833
52.057,2.7702
52.057,2.7571
52.057,2.7438
52.057,2.7303
52.057,2.7168
52.057,2.7032
52.057,2.6895
52.060,2.6755
52.064,2.6616
52.113,2.6475
52.113,2.6333
52.113,2.6190
52.113,2.6045
52.113,2.5900
52.113,2.5753
52.113,2.5606
52.113,2.5457
52.113,2.5307
52.115,2.5156
52.120,2.5003
52.160,2.4851
52.160,2.4697
52.160,2.4543
52.160,2.4386
52.160,2.4229
52.160,2.4072
52.160,2.3913
52.160,2.3754
52.164,2.3594
52.169,2.3431
52.217,2.3270
52.217,2.3106
52.217,2.2943
52.217,2.2778
52.217,2.2613
52.217,2.2446
52.217,2.2279
52.217,2.2112
52.217,2.1943
52.219,2.1774
52.224,2.1605
52.269,2.1435
52.269,2.1264
52.269,2.1092
52.269,2.0919
52.269,2.0747
52.269,2.0574
52.269,2.0401
52.269,2.0227
52.269,2.0052
52.274,1.9878
52.316,1.9702
52.316,1.9527
52.316,1.9351
52.317,1.9174
52.317,1.8998
52.317,1.8821
52.317,1.8644
52.317,1.8467
52.319,1.8288
52.324,1.8112
52.372,1.7934
52.373,1.7756
52.373,1.7578
52.373,1.7399
52.373,1.7221
52.373,1.7044
52.373,1.6865
52.373,1.6686
52.373,1.6509
52.374,1.6332
52.379,1.6154
52.420,1.5976
52.421,1.5799
52.421,1.5621
52.421,1.5443
52.421,1.5267
52.421,1.5090
52.421,1.4914
52.421,1.4736
52.424,1.4562
52.429,1.4386
52.472,1.4211
52.473,1.4036
52.473,1.3862
52.473,1.3688
52.473,1.3515
52.473,1.3341
52.473,1.3170
52.473,1.2998
52.474,1.2827
52.479,1.2656
52.520,1.2487
52.521,1.2317
52.521,1.2148
52.521,1.1980
52.521,1.1813
52.521,1.1646
52.521,1.1480
52.521,1.1314
52.525,1.1151
52.529,1.0986
52.573,1.0824
52.573,1.0662
52.573,1.0502
52.573,1.0341
52.573,1.0182
52.573,1.0023
52.573,0.9866
52.573,0.9709
52.574,0.9554
52.580,0.9398
52.620,0.9245
52.620,0.9093
52.620,0.8942
52.620,0.8790
52.620,0.8641
52.621,0.8493
52.621,0.8346
52.621,0.8200
52.624,0.8055
52.629,0.7911
52.672,0.7768
52.673,0.7627
52.673,0.7487
52.673,0.7347
52.673,0.7209
52.673,0.7073
52.673,0.6937
52.673,0.6803
52.674,0.6669
52.679,0.6536
52.721,0.6403
52.721,0.6270
52.721,0.6139
52.721,0.6007
52.721,0.5875
52.721,0.5744
52.721,0.5613
52.721,0.5482
52.724,0.5351
52.729,0.5220
52.772,0.5090
52.772,0.4961
52.773,0.4831
52.773,0.4701
52.773,0.4572
52.773,0.4442
52.773,0.4313
52.773,0.4184
52.774,0.4056
52.779,0.3927
52.824,0.3798
52.824,0.3671
52.824,0.3544
52.824,0.3417
52.824,0.3290
52.824,0.3164
52.825,0.3038
