elapsed_time_s,tracking_error_m
63.157,0.0075
63.159,0.0114
63.164,0.0074
63.208,0.1625
63.209,0.1437
63.209,0.1249
63.209,0.1060
63.209,0.0871
63.209,0.0682
63.209,0.0494
63.209,0.0304
63.209,0.0115
63.214,0.0076
63.260,0.1642
63.260,0.1452
63.260,0.1262
63.260,0.1071
63.261,0.0881
63.261,0.0690
63.261,0.0499
63.261,0.0308
63.261,0.0117
63.264,0.0075
63.269,0.0116
63.312,0.1467
63.312,0.1275
63.312,0.1083
63.312,0.0889
63.312,0.0697
63.312,0.0504
63.312,0.0311
63.312,0.0118
63.314,0.0077
63.319,0.0116
63.364,0.1479
63.365,0.1285
63.365,0.1091
63.365,0.0897
63.365,0.0703
63.365,0.0507
63.365,0.0312
63.365,0.0116
63.365,0.0079
63.369,0.0117
63.413,0.1488
63.413,0.1293
63.413,0.1097
63.413,0.0902
63.413,0.0703
63.413,0.0508
63.413,0.0313
63.413,0.0117
63.415,0.0081
63.419,0.0117
63.460,0.1490
63.460,0.1293
63.460,0.1098
63.460,0.0901
63.460,0.0704
63.460,0.0508
63.460,0.0311
63.460,0.0114
63.464,0.0084
63.469,0.0115
63.512,0.1487
63.512,0.1291
63.512,0.1092
63.512,0.0899
63.512,0.0701
63.512,0.0505
63.512,0.0309
63.512,0.0112
63.514,0.0085
63.519,0.0111
63.560,0.1478
63.561,0.1280
63.561,0.1085
63.561,0.0889
63.561,0.0693
63.561,0.0497
63.561,0.0301
63.561,0.0107
63.564,0.0089
63.569,0.0106
63.616,0.1459
63.616,0.1265
63.616,0.1070
63.616,0.0876
63.616,0.0682
63.616,0.0488
63.616,0.0295
63.617,0.0102
63.617,0.0092
63.620,0.0100
63.624,0.0094
63.668,0.1620
63.669,0.1428
63.669,0.1237
63.669,0.1046
63.669,0.0854
63.669,0.0664
63.669,0.0474
63.669,0.0283
63.669,0.0095
63.674,0.0095
63.716,0.1213
63.717,0.1025
63.717,0.0837
63.717,0.0650
63.717,0.0462
63.717,0.0276
63.717,0.0090
63.717,0.0098
63.720,0.0088
63.724,0.0098
63.769,0.1542
63.769,0.1359
63.769,0.1175
63.769,0.0991
63.769,0.0808
63.769,0.0626
63.769,0.0445
63.769,0.0263
63.769,0.0084
63.774,0.0099
63.820,0.1495
63.821,0.1316
63.821,0.1137
63.821,0.0959
63.821,0.0782
63.821,0.0605
63.821,0.0428
63.821,0.0251
63.821,0.0077
63.824,0.0102
63.829,0.0077
63.876,0.1274
63.876,0.1101
63.877,0.0927
63.877,0.0755
63.877,0.0583
63.877,0.0412
63.877,0.0242
63.877,0.0075
63.877,0.0103
63.880,0.0074
63.884,0.0103
63.928,0.1388
63.928,0.1221
63.928,0.1055
63.928,0.0889
63.928,0.0724
63.928,0.0559
63.928,0.0394
63.928,0.0231
63.929,0.0073
63.934,0.0104
63.976,0.1026
63.976,0.0864
63.976,0.0703
63.976,0.0542
63.976,0.0383
63.976,0.0225
63.976,0.0074
63.976,0.0103
63.979,0.0073
63.984,0.0105
64.029,0.1299
64.029,0.1143
64.029,0.0987
64.029,0.0832
64.029,0.0676
64.029,0.0523
64.029,0.0369
64.029,0.0218
64.029,0.0075
64.034,0.0104
64.076,0.0963
64.076,0.0811
64.076,0.0659
64.077,0.0510
64.077,0.0361
64.077,0.0213
64.077,0.0077
64.077,0.0104
64.080,0.0076
64.084,0.0104
64.128,0.1226
64.129,0.1079
64.129,0.0932
64.129,0.0786
64.129,0.0640
64.129,0.0495
64.129,0.0352
64.129,0.0210
64.129,0.0080
64.134,0.0102
64.181,0.1196
64.181,0.1053
64.181,0.0910
64.181,0.0768
64.181,0.0626
64.181,0.0485
64.181,0.0345
64.181,0.0207
64.181,0.0081
64.185,0.0099
64.189,0.0081
64.232,0.1028
64.232,0.0889
64.232,0.0751
64.232,0.0613
64.232,0.0475
64.232,0.0338
64.232,0.0204
64.232,0.0082
64.234,0.0097
64.239,0.0081
64.280,0.1004
64.281,0.0869
64.281,0.0734
64.281,0.0599
64.281,0.0463
64.281,0.0329
64.281,0.0199
64.281,0.0080
64.284,0.0095
64.289,0.0080
64.332,0.0979
64.333,0.0847
64.333,0.0715
64.333,0.0583
64.333,0.0452
64.333,0.0322
64.333,0.0194
64.333,0.0077
64.334,0.0092
64.339,0.0076
64.380,0.0951
64.380,0.0822
64.381,0.0693
64.381,0.0565
64.381,0.0437
64.381,0.0311
64.381,0.0186
64.381,0.0072
64.385,0.0089
64.389,0.0071
64.436,0.0920
64.436,0.0795
64.436,0.0670
64.437,0.0545
64.437,0.0422
64.437,0.0298
64.437,0.0177
64.437,0.0066
64.437,0.0086
64.439,0.0064
64.444,0.0085
64.488,0.0998
64.489,0.0876
64.489,0.0757
64.489,0.0637
64.489,0.0517
64.489,0.0398
64.489,0.0282
64.489,0.0165
64.490,0.0056
64.494,0.0082
64.536,0.0728
64.537,0.0613
64.537,0.0497
64.537,0.0383
64.537,0.0268
64.537,0.0156
64.537,0.0050
64.537,0.0080
64.540,0.0048
64.544,0.0079
64.588,0.0904
64.588,0.0793
64.588,0.0684
64.588,0.0574
64.588,0.0465
64.589,0.0356
64.589,0.0249
64.589,0.0142
64.589,0.0040
64.594,0.0076
64.640,0.0854
64.640,0.0749
64.640,0.0644
64.641,0.0541
64.641,0.0437
64.641,0.0334
64.641,0.0232
64.641,0.0130
64.641,0.0032
64.644,0.0073
64.649,0.0031
64.696,0.0705
64.696,0.0607
64.696,0.0508
64.696,0.0411
64.696,0.0314
64.697,0.0217
64.697,0.0122
64.697,0.0028
64.697,0.0072
64.699,0.0028
64.704,0.0071
64.748,0.0752
64.748,0.0659
64.748,0.0567
64.749,0.0474
64.749,0.0384
64.749,0.0293
64.749,0.0204
64.749,0.0115
64.750,0.0032
64.754,0.0069
64.800,0.0718
64.800,0.0630
64.800,0.0542
64.800,0.0456
64.800,0.0369
64.800,0.0284
64.800,0.0199
64.800,0.0115
64.801,0.0041
64.804,0.0066
64.809,0.0043
64.852,0.0614
64.853,0.0530
64.853,0.0447
64.853,0.0365
64.853,0.0282
64.853,0.0201
64.853,0.0121
64.853,0.0052
64.854,0.0064
64.859,0.0053
64.905,0.0614
64.905,0.0533
64.905,0.0452
64.905,0.0370
64.905,0.0290
64.905,0.0210
64.905,0.0132
64.905,0.0063
64.905,0.0061
64.909,0.0065
64.953,0.0628
64.953,0.0547
64.953,0.0466
64.953,0.0385
64.953,0.0304
64.953,0.0224
64.953,0.0145
64.953,0.0074
64.955,0.0059
64.959,0.0076
65.000,0.0657
65.001,0.0575
65.001,0.0492
65.001,0.0409
65.001,0.0325
65.001,0.0242
65.001,0.0160
65.001,0.0085
65.005,0.0056
65.009,0.0087
65.057,0.0698
65.057,0.0612
65.057,0.0525
65.057,0.0438
65.057,0.0351
65.057,0.0263
65.057,0.0177
65.057,0.0094
65.057,0.0052
65.060,0.0096
65.064,0.0052
65.108,0.0850
65.109,0.0758
65.109,0.0665
65.109,0.0572
65.109,0.0478
65.109,0.0384
65.109,0.0290
65.109,0.0196
65.110,0.0105
65.114,0.0048
65.161,0.0910
65.161,0.0812
65.161,0.0713
65.161,0.0613
65.161,0.0514
65.161,0.0413
65.161,0.0312
65.161,0.0212
65.161,0.0113
65.164,0.0044
65.169,0.0114
65.212,0.0869
65.212,0.0763
65.212,0.0657
65.212,0.0550
65.213,0.0443
65.213,0.0335
65.213,0.0227
65.213,0.0120
65.214,0.0040
65.219,0.0121
65.260,0.0926
65.261,0.0813
65.261,0.0700
65.261,0.0586
65.261,0.0471
65.261,0.0357
65.261,0.0241
65.261,0.0126
65.264,0.0036
65.269,0.0127
65.316,0.0981
65.316,0.0862
65.316,0.0741
65.316,0.0621
65.316,0.0499
65.317,0.0377
65.317,0.0254
65.317,0.0131
65.317,0.0032
65.319,0.0132
65.325,0.0031
65.372,0.1172
65.372,0.1044
65.372,0.0917
65.372,0.0788
65.372,0.0658
65.372,0.0528
65.372,0.0397
65.373,0.0266
65.373,0.0135
65.374,0.0027
65.379,0.0137
65.421,0.1094
65.421,0.0960
65.421,0.0824
65.421,0.0688
65.421,0.0552
65.421,0.0415
65.421,0.0276
65.421,0.0139
65.424,0.0023
65.429,0.0139
65.473,0.1140
65.473,0.0999
65.473,0.0858
65.473,0.0715
65.473,0.0572
65.473,0.0429
65.473,0.0285
65.473,0.0141
65.475,0.0021
65.479,0.0143
65.520,0.1182
65.521,0.1034
65.521,0.0887
65.521,0.0739
65.521,0.0591
65.521,0.0441
65.521,0.0292
65.521,0.0142
65.524,0.0019
65.529,0.0143
65.572,0.1217
65.572,0.1065
65.572,0.0913
65.572,0.0760
65.572,0.0606
65.572,0.0452
65.572,0.0298
65.572,0.0143
65.574,0.0020
65.579,0.0143
65.620,0.1248
65.620,0.1090
65.620,0.0933
65.620,0.0775
65.620,0.0619
65.620,0.0460
65.620,0.0301
65.620,0.0142
65.624,0.0023
65.629,0.0143
65.672,0.1272
65.673,0.1111
65.673,0.0949
65.673,0.0789
65.673,0.0628
65.673,0.0465
65.673,0.0303
65.673,0.0142
65.674,0.0026
65.679,0.0142
65.720,0.1290
65.721,0.1126
65.721,0.0963
65.721,0.0798
65.721,0.0634
65.721,0.0470
65.721,0.0304
65.721,0.0141
65.724,0.0031
65.729,0.0140
65.773,0.1302
65.773,0.1136
65.773,0.0970
65.773,0.0803
65.773,0.0639
65.773,0.0471
65.773,0.0305
65.773,0.0138
65.774,0.0036
65.779,0.0138
65.820,0.1310
65.820,0.1142
65.820,0.0972
65.821,0.0808
65.821,0.0640
65.821,0.0471
65.821,0.0304
65.821,0.0137
65.825,0.0041
65.830,0.0135
65.872,0.1313
65.872,0.1144
65.872,0.0976
65.872,0.0807
65.872,0.0639
65.872,0.0471
65.873,0.0302
65.873,0.0135
65.874,0.0047
65.879,0.0134
65.920,0.1312
65.920,0.1143
65.920,0.0974
65.920,0.0805
65.920,0.0637
65.920,0.0468
65.920,0.0300
65.920,0.0133
65.924,0.0052
65.929,0.0134
65.977,0.1307
65.977,0.1139
65.977,0.0971
65.977,0.0803
65.977,0.0634
65.977,0.0465
65.977,0.0298
65.977,0.0133
65.977,0.0057
65.979,0.0132
65.984,0.0058
66.029,0.1470
66.029,0.1302
66.029,0.1134
66.029,0.0966
66.029,0.0798
66.029,0.0630
66.029,0.0463
66.029,0.0296
66.029,0.0133
66.034,0.0062
66.076,0.1129
66.076,0.0962
66.076,0.0795
66.076,0.0627
66.076,0.0461
66.076,0.0295
66.076,0.0133
66.076,0.0066
66.080,0.0134
66.084,0.0067
66.128,0.1456
66.128,0.1290
66.128,0.1124
66.128,0.0958
66.128,0.0791
66.128,0.0626
66.129,0.0461
66.129,0.0296
66.129,0.0136
66.134,0.0070
66.176,0.1120
66.177,0.0955
66.177,0.0789
66.177,0.0624
66.177,0.0459
66.177,0.0294
66.177,0.0138
66.177,0.0073
66.180,0.0139
66.184,0.0073
66.232,0.1449
66.233,0.1285
66.233,0.1118
66.233,0.0955
66.233,0.0790
66.233,0.0625
66.233,0.0461
66.233,0.0298
66.233,0.0141
66.234,0.0075
66.239,0.0143
66.280,0.1287
66.281,0.1123
66.281,0.0958
66.281,0.0793
66.281,0.0629
66.281,0.0464
66.281,0.0302
66.281,0.0146
66.284,0.0076
66.289,0.0147
66.333,0.1294
66.333,0.1131
66.333,0.0966
66.333,0.0801
66.333,0.0635
66.333,0.0470
66.333,0.0307
66.333,0.0149
66.335,0.0076
66.339,0.0149
66.384,0.1307
66.384,0.1140
66.384,0.0974
66.384,0.0808
66.384,0.0643
66.384,0.0477
66.384,0.0312
66.384,0.0153
66.385,0.0074
66.389,0.0154
66.436,0.1321
66.436,0.1152
66.436,0.0985
66.436,0.0818
66.436,0.0649
66.436,0.0482
66.436,0.0316
66.437,0.0155
66.437,0.0071
66.439,0.0154
66.444,0.0071
66.488,0.1509
66.488,0.1340
66.489,0.1169
66.489,0.0999
66.489,0.0829
66.489,0.0659
66.489,0.0489
66.489,0.0320
66.489,0.0155
66.494,0.0068
66.536,0.1181
66.536,0.1008
66.536,0.0837
66.536,0.0665
66.537,0.0493
66.537,0.0321
66.537,0.0155
66.537,0.0065
66.539,0.0155
66.544,0.0064
66.592,0.1543
66.592,0.1370
66.592,0.1194
66.593,0.1021
66.593,0.0847
66.593,0.0673
66.593,0.0498
66.593,0.0325
66.593,0.0154
66.594,0.0061
66.599,0.0154
66.640,0.1382
66.640,0.1206
66.640,0.1030
66.640,0.0854
66.640,0.0678
66.640,0.0501
66.640,0.0325
66.640,0.0153
66.645,0.0056
66.649,0.0153
66.692,0.1393
66.693,0.1215
66.693,0.1037
66.693,0.0859
66.693,0.0682
66.693,0.0503
66.693,0.0327
66.693,0.0152
66.694,0.0053
66.699,0.0151
66.740,0.1400
66.741,0.1221
66.741,0.1042
66.741,0.0863
66.741,0.0685
66.741,0.0505
66.741,0.0326
66.741,0.0149
66.744,0.0048
66.749,0.0150
66.792,0.1405
66.793,0.1226
66.793,0.1046
66.793,0.0866
66.793,0.0686
66.793,0.0505
66.793,0.0326
66.793,0.0148
66.795,0.0045
66.799,0.0148
66.840,0.1409
66.840,0.1227
66.840,0.1047
66.840,0.0867
66.840,0.0685
66.840,0.0506
66.840,0.0326
66.840,0.0146
66.844,0.0042
66.849,0.0146
66.897,0.1411
66.897,0.1230
66.897,0.1048
66.897,0.0868
66.897,0.0686
66.897,0.0506
66.897,0.0325
66.897,0.0145
66.897,0.0040
66.900,0.0145
66.904,0.0040
66.948,0.1589
66.949,0.1410
66.949,0.1229
66.949,0.1048
66.949,0.0866
66.949,0.0686
66.949,0.0505
66.949,0.0324
66.949,0.0144
66.954,0.0039
66.997,0.1228
66.997,0.1049
66.997,0.0868
66.997,0.0686
66.997,0.0505
66.997,0.0324
66.997,0.0143
66.997,0.0040
66.999,0.0144
67.004,0.0040
67.053,0.1594
67.053,0.1413
67.053,0.1231
67.053,0.1052
67.053,0.0870
67.053,0.0689
67.053,0.0507
67.053,0.0326
67.053,0.0145
67.055,0.0040
67.059,0.0145
67.100,0.1415
67.100,0.1234
67.100,0.1054
67.100,0.0873
67.100,0.0691
67.100,0.0509
67.100,0.0328
67.100,0.0146
67.104,0.0040
67.109,0.0146
67.152,0.1421
67.152,0.1241
67.152,0.1058
67.152,0.0876
67.152,0.0695
67.152,0.0513
67.152,0.0329
67.153,0.0148
67.154,0.0040
67.159,0.0148
67.200,0.1429
67.201,0.1247
67.201,0.1064
67.201,0.0881
67.201,0.0698
67.201,0.0514
67.201,0.0331
67.201,0.0149
67.205,0.0042
67.209,0.0149
67.253,0.1439
67.253,0.1255
67.253,0.1071
67.253,0.0887
67.253,0.0702
67.253,0.0518
67.253,0.0334
67.253,0.0151
67.255,0.0042
67.259,0.0150
67.300,0.1451
67.300,0.1265
67.300,0.1079
67.300,0.0894
67.301,0.0708
67.301,0.0523
67.301,0.0336
67.301,0.0152
67.304,0.0042
67.309,0.0153
67.352,0.1463
67.352,0.1275
67.352,0.1089
67.352,0.0902
67.352,0.0715
67.352,0.0528
67.352,0.0341
67.352,0.0154
67.354,0.0043
67.360,0.0150
67.404,0.1474
67.404,0.1284
67.405,0.1097
67.405,0.0907
67.405,0.0720
67.405,0.0531
67.405,0.0342
67.405,0.0151
67.405,0.0044
67.409,0.0154
67.452,0.1485
67.453,0.1293
67.453,0.1106
67.453,0.0915
67.453,0.0724
67.453,0.0534
67.453,0.0343
67.453,0.0153
67.454,0.0045
67.459,0.0154
67.504,0.1497
67.505,0.1306
67.505,0.1114
67.505,0.0922
67.505,0.0729
67.505,0.0538
67.505,0.0346
67.505,0.0152
67.505,0.0046
67.509,0.0154
67.556,0.1507
67.556,0.1315
67.557,0.1113
67.557,0.0929
67.557,0.0735
67.557,0.0540
67.557,0.0346
67.557,0.0153
67.557,0.0046
67.560,0.0154
67.564,0.0046
67.608,0.1714
67.608,0.1520
67.608,0.1325
67.608,0.1129
67.608,0.0935
67.608,0.0739
67.608,0.0543
67.608,0.0348
67.609,0.0152
67.614,0.0049
67.656,0.1329
67.657,0.1134
67.657,0.0939
67.657,0.0742
67.657,0.0545
67.657,0.0347
67.657,0.0152
67.657,0.0048
67.659,0.0151
67.664,0.0049
67.708,0.1733
67.709,0.1535
67.709,0.1338
67.709,0.1140
67.709,0.0942
67.709,0.0744
67.709,0.0546
67.709,0.0348
67.709,0.0150
67.714,0.0052
67.756,0.1341
67.757,0.1141
67.757,0.0944
67.757,0.0745
67.757,0.0545
67.757,0.0347
67.757,0.0147
67.757,0.0054
67.760,0.0147
67.764,0.0054
67.808,0.1742
67.808,0.1542
67.809,0.1343
67.809,0.1143
67.809,0.0945
67.809,0.0745
67.809,0.0544
67.809,0.0344
67.809,0.0146
67.814,0.0057
67.856,0.1342
67.856,0.1142
67.856,0.0942
67.856,0.0742
67.856,0.0542
67.856,0.0343
67.856,0.0144
67.856,0.0058
67.859,0.0143
67.864,0.0059
67.908,0.1743
67.909,0.1543
67.909,0.1342
67.909,0.1141
67.909,0.0942
67.909,0.0741
67.909,0.0540
67.909,0.0340
67.909,0.0141
67.914,0.0062
67.956,0.1340
67.956,0.1139
67.956,0.0939
67.956,0.0739
67.956,0.0539
67.956,0.0338
67.956,0.0138
67.956,0.0063
67.959,0.0137
67.964,0.0064
68.008,0.1735
68.008,0.1535
68.008,0.1335
68.008,0.1135
68.008,0.0933
68.008,0.0733
68.008,0.0534
68.008,0.0335
68.009,0.0134
68.014,0.0066
68.057,0.1332
68.057,0.1131
68.057,0.0930
68.057,0.0730
68.057,0.0531
68.057,0.0331
68.057,0.0132
68.057,0.0067
68.059,0.0133
68.064,0.0069
68.108,0.1724
68.109,0.1524
68.109,0.1325
68.109,0.1126
68.109,0.0926
68.109,0.0727
68.109,0.0528
68.109,0.0329
68.109,0.0130
68.114,0.0070
68.156,0.1320
68.156,0.1121
68.156,0.0920
68.156,0.0723
68.156,0.0523
68.156,0.0325
68.156,0.0128
68.157,0.0071
68.159,0.0128
68.164,0.0071
68.208,0.1708
68.208,0.1510
68.208,0.1310
68.208,0.1112
68.208,0.0915
68.208,0.0717
68.208,0.0520
68.208,0.0322
68.209,0.0123
68.214,0.0075
68.256,0.1306
68.256,0.1109
68.256,0.0911
68.256,0.0714
68.256,0.0516
68.256,0.0318
68.256,0.0122
68.256,0.0076
68.259,0.0121
68.264,0.0078
68.309,0.1691
68.309,0.1492
68.309,0.1298
68.309,0.1101
68.309,0.0904
68.309,0.0707
68.309,0.0511
68.309,0.0315
68.309,0.0119
68.314,0.0079
68.361,0.1683
68.361,0.1487
68.361,0.1290
68.361,0.1093
68.361,0.0898
68.361,0.0703
68.361,0.0507
68.361,0.0312
68.361,0.0116
68.364,0.0080
68.369,0.0116
68.412,0.1480
68.412,0.1285
68.412,0.1090
68.412,0.0895
68.412,0.0700
68.412,0.0503
68.412,0.0310
68.412,0.0115
68.414,0.0082
68.419,0.0114
68.464,0.1474
68.464,0.1279
68.464,0.1084
68.464,0.0890
68.464,0.0696
68.464,0.0501
68.464,0.0306
68.465,0.0113
68.465,0.0083
68.469,0.0112
68.516,0.1470
68.517,0.1275
68.517,0.1080
68.517,0.0888
68.517,0.0694
68.517,0.0500
68.517,0.0305
68.517,0.0112
68.517,0.0084
68.519,0.0112
68.524,0.0084
68.568,0.1660
68.568,0.1465
68.568,0.1272
68.568,0.1078
68.568,0.0885
68.568,0.0692
68.568,0.0498
68.568,0.0304
68.569,0.0111
68.574,0.0084
68.621,0.1657
68.621,0.1464
68.621,0.1271
68.621,0.1078
68.621,0.0883
68.621,0.0691
68.621,0.0497
68.621,0.0303
68.621,0.0111
68.625,0.0086
68.629,0.0109
68.673,0.1465
68.673,0.1272
68.673,0.1078
68.673,0.0883
68.673,0.0691
68.673,0.0497
68.673,0.0303
68.673,0.0110
68.674,0.0085
68.679,0.0110
68.720,0.1466
68.720,0.1272
68.720,0.1078
68.720,0.0885
68.721,0.0691
68.721,0.0498
68.721,0.0304
68.721,0.0110
68.725,0.0086
68.730,0.0110
68.773,0.1468
68.773,0.1274
68.773,0.1081
68.773,0.0886
68.773,0.0692
68.773,0.0498
68.773,0.0304
68.773,0.0110
68.774,0.0087
68.780,0.0109
68.824,0.1472
68.825,0.1278
68.825,0.1083
68.825,0.0889
68.825,0.0695
68.825,0.0499
68.825,0.0305
68.825,0.0111
68.825,0.0088
68.829,0.0110
68.872,0.1478
68.873,0.1280
68.873,0.1088
68.873,0.0892
68.873,0.0696
68.873,0.0501
68.873,0.0306
68.873,0.0110
68.874,0.0087
68.879,0.0111
68.920,0.1482
68.920,0.1286
68.920,0.1091
68.920,0.0894
68.920,0.0698
68.920,0.0503
68.920,0.0306
68.920,0.0111
68.924,0.0087
68.929,0.0111
68.973,0.1489
68.973,0.1289
68.973,0.1094
68.973,0.0899
68.973,0.0702
68.973,0.0505
68.973,0.0308
68.973,0.0110
68.975,0.0088
68.979,0.0110
69.024,0.1494
69.024,0.1296
69.024,0.1099
69.024,0.0902
69.024,0.0704
69.024,0.0506
69.024,0.0309
69.024,0.0111
69.025,0.0087
69.029,0.0111
69.072,0.1498
69.073,0.1300
69.073,0.1102
69.073,0.0904
69.073,0.0706
69.073,0.0506
69.073,0.0309
69.073,0.0111
69.075,0.0089
69.079,0.0109
69.121,0.1502
69.121,0.1305
69.121,0.1106
69.121,0.0907
69.121,0.0709
69.121,0.0508
69.121,0.0310
69.121,0.0110
69.124,0.0091
69.129,0.0110
69.172,0.1507
69.173,0.1307
69.173,0.1108
69.173,0.0908
69.173,0.0709
69.173,0.0508
69.173,0.0309
69.173,0.0109
69.174,0.0091
69.179,0.0108
69.221,0.1509
69.221,0.1309
69.221,0.1109
69.221,0.0909
69.221,0.0709
69.221,0.0509
69.221,0.0310
69.221,0.0109
69.224,0.0092
69.229,0.0108
69.273,0.1507
69.273,0.1309
69.273,0.1108
69.273,0.0909
69.273,0.0709
69.273,0.0510
69.273,0.0309
69.273,0.0108
69.275,0.0094
69.279,0.0108
69.320,0.1508
69.320,0.1307
69.320,0.1109
69.320,0.0909
69.320,0.0708
69.320,0.0509
69.320,0.0308
69.320,0.0108
69.324,0.0093
69.329,0.0107
69.376,0.1506
69.377,0.1306
69.377,0.1106
69.377,0.0906
69.377,0.0706
69.377,0.0506
69.377,0.0306
69.377,0.0106
69.377,0.0094
69.379,0.0107
69.384,0.0094
69.429,0.1704
69.429,0.1504
69.429,0.1305
69.429,0.1105
69.429,0.0906
69.429,0.0706
69.429,0.0505
69.429,0.0306
69.429,0.0106
69.434,0.0094
69.477,0.1302
69.477,0.1103
69.477,0.0904
69.477,0.0703
69.477,0.0504
69.477,0.0304
69.477,0.0105
69.477,0.0096
69.479,0.0105
69.484,0.0096
69.528,0.1697
69.529,0.1497
69.529,0.1298
69.529,0.1098
69.529,0.0900
69.529,0.0700
69.529,0.0499
69.529,0.0300
69.529,0.0104
69.534,0.0097
69.576,0.1295
69.577,0.1097
69.577,0.0898
69.577,0.0699
69.577,0.0501
69.577,0.0301
69.577,0.0102
69.577,0.0096
69.579,0.0104
69.584,0.0098
69.632,0.1688
69.632,0.1489
69.632,0.1291
69.632,0.1092
69.632,0.0894
69.632,0.0696
69.632,0.0498
69.632,0.0300
69.632,0.0102
69.634,0.0097
69.639,0.0102
69.685,0.1484
69.685,0.1286
69.685,0.1086
69.685,0.0888
69.685,0.0693
69.685,0.0495
69.685,0.0297
69.685,0.0099
69.685,0.0098
69.689,0.0100
69.733,0.1477
69.733,0.1280
69.733,0.1083
69.733,0.0886
69.733,0.0689
69.733,0.0493
69.733,0.0295
69.733,0.0099
69.734,0.0100
69.739,0.0099
69.784,0.1467
69.784,0.1268
69.784,0.1077
69.784,0.0880
69.784,0.0682
69.785,0.0487
69.785,0.0291
69.785,0.0096
69.785,0.0101
69.789,0.0095
69.837,0.1455
69.837,0.1259
69.837,0.1064
69.837,0.0869
69.837,0.0675
69.837,0.0480
69.837,0.0287
69.837,0.0093
69.837,0.0102
69.840,0.0092
69.844,0.0103
69.893,0.1623
69.893,0.1432
69.893,0.1239
69.893,0.1046
69.893,0.0854
69.893,0.0662
69.893,0.0471
69.893,0.0278
69.893,0.0088
69.894,0.0104
69.899,0.0086
69.940,0.1405
69.940,0.1215
69.940,0.1025
69.940,0.0836
69.940,0.0648
69.940,0.0458
69.940,0.0270
69.940,0.0083
69.944,0.0106
69.949,0.0081
69.992,0.1371
69.992,0.1185
69.993,0.0999
69.993,0.0813
69.993,0.0628
69.993,0.0443
69.993,0.0260
69.993,0.0076
69.994,0.0108
69.999,0.0075
70.044,0.1331
70.044,0.1148
70.044,0.0967
70.044,0.0786
70.044,0.0606
70.044,0.0426
70.045,0.0245
70.045,0.0068
70.045,0.0111
70.049,0.0067
70.092,0.1284
70.092,0.1106
70.092,0.0930
70.092,0.0755
70.093,0.0581
70.093,0.0407
70.093,0.0233
70.093,0.0061
70.094,0.0113
70.099,0.0059
70.140,0.1229
70.141,0.1059
70.141,0.0890
70.141,0.0721
70.141,0.0553
70.141,0.0385
70.141,0.0218
70.141,0.0052
70.144,0.0116
70.149,0.0051
70.197,0.1169
70.197,0.1006
70.197,0.0841
70.197,0.0681
70.197,0.0521
70.197,0.0360
70.197,0.0201
70.197,0.0045
70.197,0.0117
70.200,0.0044
70.204,0.0117
70.253,0.1244
70.253,0.1088
70.253,0.0936
70.253,0.0784
70.253,0.0632
70.253,0.0481
70.253,0.0329
70.253,0.0181
70.253,0.0037
70.255,0.0119
70.259,0.0037
70.300,0.1018
70.300,0.0873
70.300,0.0729
70.300,0.0585
70.300,0.0444
70.300,0.0303
70.300,0.0164
70.300,0.0035
70.304,0.0120
70.309,0.0035
70.352,0.0944
70.353,0.0808
70.353,0.0673
70.353,0.0540
70.353,0.0407
70.353,0.0276
70.353,0.0147
70.353,0.0036
70.354,0.0121
70.359,0.0037
70.405,0.0866
70.405,0.0741
70.405,0.0616
70.405,0.0493
70.405,0.0370
70.405,0.0249
70.405,0.0131
70.405,0.0041
70.405,0.0122
70.409,0.0043
70.453,0.0792
70.453,0.0676
70.453,0.0561
70.453,0.0448
70.453,0.0335
70.453,0.0226
70.453,0.0120
70.453,0.0050
70.455,0.0121
70.459,0.0052
70.501,0.0722
70.501,0.0616
70.501,0.0511
70.501,0.0408
70.501,0.0306
70.501,0.0207
70.501,0.0113
70.501,0.0060
70.505,0.0120
70.509,0.0062
70.556,0.0660
70.556,0.0564
70.556,0.0469
70.556,0.0375
70.556,0.0283
70.556,0.0193
70.556,0.0112
70.556,0.0069
70.556,0.0117
70.559,0.0071
70.564,0.0117
70.609,0.0690
70.609,0.0603
70.609,0.0517
70.609,0.0432
70.609,0.0348
70.609,0.0266
70.609,0.0188
70.609,0.0117
70.609,0.0081
70.614,0.0113
70.656,0.0497
70.656,0.0417
70.657,0.0338
70.657,0.0263
70.657,0.0189
70.657,0.0125
70.657,0.0088
70.657,0.0111
70.660,0.0089
70.664,0.0109
70.713,0.0635
70.713,0.0560
70.713,0.0485
70.713,0.0411
70.713,0.0339
70.713,0.0267
70.713,0.0199
70.713,0.0138
70.713,0.0097
70.714,0.0105
70.719,0.0099
70.761,0.0565
70.761,0.0493
70.761,0.0421
70.761,0.0350
70.761,0.0280
70.761,0.0213
70.761,0.0151
70.761,0.0105
70.765,0.0100
70.769,0.0106
70.812,0.0587
70.813,0.0514
70.813,0.0442
70.813,0.0370
70.813,0.0299
70.813,0.0230
70.813,0.0165
70.813,0.0112
70.814,0.0094
70.819,0.0113
70.861,0.0621
70.861,0.0546
70.861,0.0472
70.861,0.0397
70.861,0.0323
70.861,0.0250
70.861,0.0180
70.861,0.0119
70.865,0.0089
70.869,0.0120
70.912,0.0665
70.912,0.0586
70.912,0.0507
70.912,0.0428
70.912,0.0349
70.912,0.0271
70.912,0.0195
70.912,0.0125
70.915,0.0084
