elapsed_time_s,tracking_error_m
19.769,0.0159
19.774,0.0067
19.779,0.0158
19.784,0.0068
19.789,0.0160
19.794,0.0067
19.799,0.0160
19.804,0.0068
19.809,0.0161
19.814,0.0069
19.819,0.0162
19.824,0.0069
19.829,0.0163
19.834,0.0069
19.839,0.0163
19.844,0.0069
19.849,0.0163
19.854,0.0069
19.860,0.0162
19.864,0.0070
19.869,0.0163
19.874,0.0071
19.879,0.0163
19.884,0.0071
19.889,0.0164
19.894,0.0070
19.899,0.0165
19.904,0.0071
19.909,0.0165
19.914,0.0072
19.919,0.0165
19.924,0.0071
19.929,0.0167
19.935,0.0072
19.939,0.0166
19.944,0.0072
19.949,0.0167
19.954,0.0072
19.959,0.0167
19.964,0.0072
19.969,0.0167
19.974,0.0072
19.979,0.0167
19.984,0.0073
19.989,0.0168
19.994,0.0073
19.999,0.0168
20.004,0.0073
20.009,0.0166
20.014,0.0074
20.019,0.0166
20.024,0.0073
20.029,0.0169
20.034,0.0073
20.039,0.0169
20.045,0.0074
20.050,0.0167
20.054,0.0074
20.059,0.0169
20.064,0.0074
20.069,0.0170
20.074,0.0074
20.079,0.0169
20.084,0.0074
20.089,0.0170
20.094,0.0074
20.099,0.0167
20.104,0.0075
20.109,0.0169
20.115,0.0075
20.119,0.0168
20.124,0.0074
20.129,0.0169
20.134,0.0075
20.139,0.0169
20.144,0.0075
20.149,0.0168
20.154,0.0075
20.159,0.0168
20.164,0.0076
20.169,0.0169
20.174,0.0075
20.180,0.0167
20.185,0.0075
20.189,0.0167
20.194,0.0075
20.199,0.0168
20.204,0.0075
20.209,0.0167
20.214,0.0075
20.219,0.0167
20.224,0.0075
20.229,0.0167
20.234,0.0075
20.239,0.0166
20.244,0.0076
20.249,0.0165
20.254,0.0075
20.259,0.0164
20.264,0.0075
20.269,0.0165
20.274,0.0075
20.279,0.0164
20.284,0.0074
20.289,0.0164
20.294,0.0074
20.299,0.0164
20.304,0.0074
20.309,0.0164
20.314,0.0074
20.319,0.0163
20.324,0.0074
20.329,0.0161
20.335,0.0075
20.339,0.0161
20.344,0.0074
20.350,0.0159
20.354,0.0074
20.359,0.0159
20.364,0.0074
20.369,0.0159
20.374,0.0074
20.379,0.0157
20.385,0.0074
20.389,0.0157
20.394,0.0074
20.399,0.0156
20.404,0.0074
20.410,0.0157
20.414,0.0074
20.419,0.0155
20.424,0.0075
20.429,0.0154
20.434,0.0074
20.439,0.0152
20.444,0.0074
20.450,0.0152
20.454,0.0074
20.459,0.0151
20.464,0.0074
20.469,0.0151
20.474,0.0074
20.479,0.0150
20.484,0.0074
20.490,0.0148
20.494,0.0074
20.499,0.0149
20.504,0.0074
20.509,0.0147
20.515,0.0075
20.520,0.0145
20.524,0.0074
20.529,0.0146
20.534,0.0073
20.539,0.0146
20.544,0.0073
20.549,0.0144
20.554,0.0073
20.559,0.0144
20.564,0.0074
20.569,0.0143
20.574,0.0073
20.579,0.0142
20.584,0.0074
20.589,0.0140
20.594,0.0074
20.599,0.0140
20.604,0.0074
20.609,0.0140
20.614,0.0074
20.619,0.0138
20.624,0.0075
20.629,0.0137
20.634,0.0075
20.639,0.0136
20.644,0.0075
20.649,0.0136
20.654,0.0076
20.660,0.0133
20.664,0.0075
20.669,0.0134
20.674,0.0075
20.679,0.0134
20.684,0.0075
20.690,0.0133
20.694,0.0075
20.699,0.0131
20.704,0.0076
20.709,0.0130
20.714,0.0075
20.719,0.0131
20.724,0.0075
20.729,0.0129
20.735,0.0077
20.739,0.0128
20.744,0.0077
20.749,0.0126
20.754,0.0077
20.760,0.0126
20.764,0.0077
20.769,0.0126
20.774,0.0076
20.779,0.0126
20.784,0.0078
20.789,0.0124
20.794,0.0077
20.799,0.0124
20.804,0.0078
20.809,0.0124
20.814,0.0077
20.819,0.0124
20.824,0.0077
20.829,0.0124
20.834,0.0076
20.839,0.0121
20.844,0.0078
20.849,0.0121
20.855,0.0079
20.859,0.0122
20.865,0.0077
20.869,0.0120
20.874,0.0077
20.879,0.0121
20.884,0.0077
20.889,0.0120
20.894,0.0077
20.899,0.0118
20.905,0.0079
20.909,0.0117
20.915,0.0079
20.919,0.0117
20.924,0.0078
20.929,0.0116
20.934,0.0080
20.939,0.0114
20.944,0.0080
20.949,0.0116
20.954,0.0079
20.959,0.0117
20.964,0.0078
20.969,0.0116
20.974,0.0079
20.979,0.0114
20.984,0.0080
20.989,0.0114
20.994,0.0080
20.999,0.0115
21.004,0.0081
21.009,0.0114
21.014,0.0081
21.019,0.0112
21.024,0.0081
21.029,0.0111
21.035,0.0083
21.039,0.0110
21.044,0.0082
21.050,0.0111
21.054,0.0081
21.059,0.0111
21.064,0.0082
21.069,0.0111
21.074,0.0082
21.079,0.0110
21.084,0.0083
21.089,0.0110
21.094,0.0083
21.099,0.0109
21.104,0.0083
21.110,0.0108
21.114,0.0083
21.119,0.0109
21.124,0.0083
21.129,0.0109
21.134,0.0083
21.139,0.0108
21.144,0.0084
21.149,0.0107
21.154,0.0084
21.159,0.0107
21.164,0.0084
21.169,0.0106
21.174,0.0085
21.180,0.0106
21.184,0.0085
21.189,0.0106
21.195,0.0085
21.199,0.0106
21.204,0.0084
21.209,0.0106
21.214,0.0085
21.219,0.0105
21.224,0.0085
21.229,0.0104
21.234,0.0087
21.239,0.0104
21.244,0.0086
21.249,0.0103
21.254,0.0086
21.259,0.0104
21.264,0.0086
21.269,0.0103
21.274,0.0086
21.279,0.0103
21.284,0.0087
21.289,0.0102
21.294,0.0086
21.299,0.0100
21.304,0.0088
21.309,0.0101
21.314,0.0087
21.319,0.0102
21.324,0.0087
21.329,0.0100
21.334,0.0088
21.339,0.0100
21.344,0.0088
21.349,0.0100
21.354,0.0088
21.359,0.0099
21.364,0.0088
21.370,0.0099
21.374,0.0088
21.379,0.0098
21.384,0.0089
21.389,0.0097
21.394,0.0089
21.399,0.0097
21.404,0.0091
21.409,0.0095
21.414,0.0091
21.419,0.0097
21.424,0.0091
21.429,0.0096
21.434,0.0090
21.439,0.0095
21.444,0.0090
21.449,0.0094
21.454,0.0091
21.459,0.0094
21.464,0.0091
21.469,0.0094
21.474,0.0091
21.480,0.0093
21.484,0.0092
21.489,0.0093
21.494,0.0091
21.500,0.0091
21.505,0.0093
21.509,0.0091
21.514,0.0092
21.519,0.0090
21.524,0.0094
21.529,0.0091
21.534,0.0092
21.539,0.0090
21.544,0.0093
21.549,0.0090
21.554,0.0092
21.560,0.0088
21.564,0.0094
21.569,0.0087
21.574,0.0093
21.579,0.0087
21.584,0.0093
21.589,0.0086
21.594,0.0093
21.599,0.0086
21.604,0.0094
21.609,0.0085
21.614,0.0094
21.619,0.0084
21.624,0.0093
21.629,0.0084
21.634,0.0093
21.639,0.0083
21.644,0.0094
21.649,0.0083
21.654,0.0094
21.660,0.0081
21.664,0.0095
21.670,0.0081
21.674,0.0093
21.679,0.0081
21.684,0.0094
21.689,0.0080
21.694,0.0093
21.699,0.0079
21.704,0.0094
21.709,0.0078
21.714,0.0093
21.719,0.0078
21.724,0.0093
21.729,0.0077
21.734,0.0093
21.739,0.0077
21.745,0.0095
21.750,0.0076
21.754,0.0093
21.759,0.0075
21.764,0.0093
21.769,0.0075
21.774,0.0093
21.779,0.0075
21.784,0.0093
21.789,0.0074
21.794,0.0093
21.799,0.0073
21.804,0.0092
21.809,0.0073
21.814,0.0092
21.819,0.0072
21.824,0.0092
21.829,0.0071
21.834,0.0091
21.839,0.0071
21.844,0.0092
21.850,0.0070
21.854,0.0091
21.859,0.0070
21.864,0.0092
21.869,0.0070
21.874,0.0091
21.879,0.0070
21.884,0.0090
21.889,0.0069
21.894,0.0091
21.899,0.0069
21.904,0.0091
21.909,0.0068
21.914,0.0090
21.919,0.0069
21.924,0.0089
21.929,0.0068
21.934,0.0089
21.939,0.0067
21.944,0.0089
21.949,0.0068
21.954,0.0088
21.960,0.0066
21.965,0.0090
21.969,0.0068
21.974,0.0087
21.979,0.0069
21.984,0.0088
21.989,0.0067
21.994,0.0088
21.999,0.0067
22.004,0.0089
22.009,0.0067
22.014,0.0087
22.019,0.0069
22.024,0.0086
22.029,0.0069
22.034,0.0086
22.039,0.0070
22.044,0.0087
22.049,0.0069
22.054,0.0086
22.059,0.0069
22.065,0.0087
22.069,0.0071
22.074,0.0087
22.079,0.0071
22.084,0.0087
22.089,0.0072
22.094,0.0087
22.099,0.0072
22.104,0.0087
22.109,0.0073
22.114,0.0088
22.119,0.0074
22.124,0.0088
22.129,0.0074
22.134,0.0089
22.139,0.0076
22.144,0.0088
22.149,0.0077
22.154,0.0090
22.159,0.0077
22.164,0.0092
22.170,0.0078
22.174,0.0091
22.179,0.0080
22.184,0.0092
22.189,0.0082
22.194,0.0094
22.200,0.0082
22.204,0.0094
22.210,0.0083
22.215,0.0096
22.219,0.0085
22.224,0.0096
22.229,0.0087
22.234,0.0098
22.239,0.0089
22.244,0.0099
22.250,0.0089
22.255,0.0101
22.259,0.0090
22.264,0.0101
22.269,0.0093
22.274,0.0102
22.279,0.0094
22.284,0.0103
22.289,0.0096
22.294,0.0103
22.299,0.0097
22.304,0.0104
22.309,0.0098
22.314,0.0105
22.319,0.0099
22.324,0.0105
22.329,0.0100
22.334,0.0106
22.339,0.0100
22.344,0.0106
22.349,0.0101
22.354,0.0106
22.359,0.0101
22.365,0.0106
22.369,0.0102
22.374,0.0105
22.379,0.0103
22.384,0.0104
22.389,0.0103
22.394,0.0104
22.399,0.0102
22.404,0.0103
22.409,0.0102
22.414,0.0102
22.419,0.0102
22.424,0.0100
22.429,0.0102
22.434,0.0099
22.439,0.0102
22.445,0.0098
22.449,0.0101
22.455,0.0098
22.459,0.0102
22.464,0.0095
22.469,0.0101
22.474,0.0093
22.479,0.0102
22.484,0.0092
22.490,0.0101
22.494,0.0089
22.499,0.0102
22.504,0.0089
22.509,0.0102
22.514,0.0086
22.519,0.0103
22.524,0.0084
22.529,0.0104
22.534,0.0083
22.539,0.0105
22.544,0.0081
22.549,0.0105
22.554,0.0082
22.559,0.0105
22.564,0.0080
22.569,0.0107
22.574,0.0078
22.579,0.0108
22.584,0.0077
22.589,0.0110
22.594,0.0075
22.599,0.0111
22.604,0.0076
22.609,0.0110
22.614,0.0076
22.619,0.0112
22.624,0.0074
22.629,0.0115
22.634,0.0074
22.639,0.0118
22.645,0.0074
22.649,0.0118
22.654,0.0074
22.659,0.0120
22.664,0.0074
22.669,0.0121
22.674,0.0073
22.679,0.0124
22.684,0.0073
22.689,0.0126
22.694,0.0073
22.699,0.0128
22.704,0.0074
22.709,0.0129
22.714,0.0074
22.719,0.0130
22.724,0.0074
22.729,0.0132
22.734,0.0075
22.739,0.0134
22.744,0.0075
22.749,0.0135
22.754,0.0075
22.759,0.0138
22.764,0.0076
22.769,0.0139
22.774,0.0076
22.779,0.0140
22.784,0.0077
22.789,0.0142
22.794,0.0077
22.799,0.0143
22.804,0.0078
22.809,0.0144
22.815,0.0079
22.819,0.0146
22.824,0.0078
22.829,0.0147
22.834,0.0080
22.840,0.0148
22.844,0.0080
22.849,0.0149
22.854,0.0081
22.859,0.0149
22.864,0.0082
22.869,0.0153
22.875,0.0081
22.879,0.0152
22.884,0.0083
22.889,0.0153
22.894,0.0083
22.899,0.0153
22.904,0.0083
22.909,0.0156
22.915,0.0084
22.919,0.0156
22.924,0.0084
22.929,0.0157
22.934,0.0085
22.939,0.0158
22.944,0.0085
22.949,0.0158
22.954,0.0085
22.959,0.0160
22.964,0.0086
22.969,0.0161
22.974,0.0086
22.979,0.0161
22.984,0.0087
22.989,0.0161
22.995,0.0087
22.999,0.0163
23.004,0.0087
23.009,0.0164
23.014,0.0087
23.019,0.0162
23.025,0.0089
23.029,0.0164
23.034,0.0088
23.039,0.0164
23.045,0.0089
23.050,0.0164
23.054,0.0089
23.059,0.0163
23.064,0.0089
23.069,0.0165
23.074,0.0090
23.079,0.0166
23.084,0.0090
23.089,0.0166
23.094,0.0090
23.099,0.0166
23.104,0.0090
23.109,0.0165
23.114,0.0091
23.120,0.0166
23.124,0.0090
23.129,0.0165
23.134,0.0091
23.139,0.0166
23.144,0.0090
23.149,0.0164
23.154,0.0091
23.159,0.0165
23.164,0.0092
23.169,0.0165
23.174,0.0091
23.179,0.0166
23.184,0.0091
23.189,0.0165
23.194,0.0091
23.199,0.0163
23.204,0.0092
23.209,0.0165
23.214,0.0093
23.219,0.0163
23.225,0.0092
23.229,0.0164
23.234,0.0093
23.239,0.0162
23.244,0.0093
23.249,0.0163
23.254,0.0092
23.260,0.0161
23.264,0.0093
23.269,0.0161
23.274,0.0093
23.279,0.0160
23.284,0.0093
23.290,0.0160
23.294,0.0092
23.299,0.0160
23.304,0.0093
23.309,0.0159
23.314,0.0094
23.319,0.0156
23.324,0.0093
23.329,0.0157
23.335,0.0094
23.339,0.0156
23.344,0.0093
23.349,0.0156
23.354,0.0094
23.359,0.0155
23.364,0.0093
23.369,0.0153
23.374,0.0094
23.379,0.0152
23.384,0.0094
23.389,0.0151
23.394,0.0094
23.399,0.0149
23.404,0.0094
23.409,0.0149
23.414,0.0094
23.419,0.0147
23.424,0.0094
23.429,0.0145
23.434,0.0095
23.439,0.0145
23.444,0.0094
23.449,0.0143
23.454,0.0094
23.459,0.0143
23.464,0.0094
23.469,0.0142
23.474,0.0094
23.479,0.0140
23.484,0.0094
23.489,0.0139
23.494,0.0095
23.499,0.0137
23.505,0.0095
23.509,0.0136
23.514,0.0094
23.519,0.0135
23.524,0.0095
23.529,0.0133
23.534,0.0095
23.539,0.0131
23.544,0.0096
23.550,0.0127
23.554,0.0095
23.559,0.0128
23.564,0.0096
23.570,0.0127
23.574,0.0095
23.579,0.0125
23.584,0.0095
23.589,0.0124
23.594,0.0094
23.599,0.0122
23.604,0.0095
23.609,0.0120
23.614,0.0094
23.619,0.0119
23.624,0.0094
23.629,0.0117
23.634,0.0093
23.639,0.0115
23.644,0.0095
23.649,0.0114
23.654,0.0093
23.659,0.0112
23.664,0.0094
23.669,0.0111
23.674,0.0093
23.679,0.0108
23.684,0.0093
23.689,0.0106
23.694,0.0092
23.699,0.0104
23.704,0.0092
23.709,0.0102
23.714,0.0092
23.719,0.0100
23.724,0.0092
23.729,0.0098
23.734,0.0092
23.739,0.0094
23.744,0.0090
23.749,0.0094
23.754,0.0091
23.759,0.0092
23.764,0.0091
23.769,0.0091
23.774,0.0089
23.779,0.0089
23.784,0.0090
23.789,0.0086
23.795,0.0089
23.799,0.0084
23.804,0.0089
23.809,0.0082
23.814,0.0089
23.819,0.0080
23.824,0.0088
23.829,0.0077
23.834,0.0088
23.839,0.0076
23.844,0.0087
23.849,0.0073
23.854,0.0087
23.859,0.0072
23.864,0.0086
23.869,0.0069
23.874,0.0086
23.879,0.0068
23.884,0.0085
23.889,0.0066
23.894,0.0085
23.899,0.0064
23.904,0.0084
23.909,0.0061
23.914,0.0084
23.919,0.0059
23.924,0.0083
23.929,0.0057
23.934,0.0083
23.939,0.0055
23.944,0.0082
23.949,0.0053
23.954,0.0081
23.960,0.0051
23.964,0.0081
23.969,0.0049
23.974,0.0081
23.979,0.0047
23.984,0.0080
23.989,0.0045
23.994,0.0080
23.999,0.0043
24.004,0.0079
24.009,0.0042
24.014,0.0078
24.019,0.0039
24.024,0.0079
24.029,0.0038
24.034,0.0078
24.039,0.0036
24.044,0.0077
24.049,0.0034
24.054,0.0077
24.059,0.0033
24.064,0.0075
24.069,0.0031
24.074,0.0075
24.079,0.0030
24.084,0.0075
24.089,0.0029
24.094,0.0074
24.099,0.0028
24.104,0.0074
24.109,0.0027
24.114,0.0073
24.119,0.0026
24.124,0.0073
24.129,0.0025
24.134,0.0072
24.139,0.0025
24.144,0.0071
24.149,0.0025
24.154,0.0071
24.159,0.0025
24.164,0.0070
24.169,0.0025
24.174,0.0070
24.179,0.0025
24.184,0.0069
24.189,0.0026
24.194,0.0068
24.199,0.0026
24.204,0.0068
24.209,0.0026
24.214,0.0068
24.219,0.0027
24.224,0.0067
24.229,0.0028
24.234,0.0066
24.239,0.0028
24.244,0.0066
24.249,0.0030
24.254,0.0065
24.259,0.0030
24.264,0.0065
24.269,0.0031
24.274,0.0064
24.279,0.0033
24.284,0.0064
24.289,0.0034
24.294,0.0063
24.299,0.0035
24.304,0.0062
24.309,0.0036
24.314,0.0062
24.319,0.0037
24.324,0.0062
24.329,0.0038
24.334,0.0061
24.339,0.0039
24.344,0.0060
24.349,0.0040
24.354,0.0060
24.359,0.0041
24.364,0.0059
24.369,0.0042
24.374,0.0059
24.379,0.0044
24.384,0.0058
24.389,0.0045
24.394,0.0058
24.399,0.0046
24.404,0.0057
24.409,0.0047
24.414,0.0057
24.419,0.0047
24.424,0.0056
24.429,0.0048
24.435,0.0056
24.439,0.0049
24.444,0.0056
24.449,0.0050
24.454,0.0055
24.459,0.0051
24.464,0.0054
24.469,0.0051
24.474,0.0054
24.479,0.0052
24.484,0.0053
24.489,0.0053
24.494,0.0052
24.499,0.0053
24.505,0.0052
24.509,0.0054
24.514,0.0052
24.519,0.0054
24.524,0.0051
24.529,0.0055
24.534,0.0051
24.539,0.0055
24.544,0.0050
24.549,0.0056
24.554,0.0050
24.559,0.0056
24.564,0.0050
24.569,0.0056
24.574,0.0049
24.579,0.0057
24.584,0.0049
24.589,0.0057
24.594,0.0049
24.599,0.0057
24.604,0.0048
24.609,0.0057
24.615,0.0048
24.619,0.0058
24.624,0.0047
24.629,0.0057
24.634,0.0048
24.639,0.0058
24.644,0.0047
24.649,0.0058
24.654,0.0046
24.659,0.0057
24.664,0.0046
24.669,0.0057
24.674,0.0046
24.679,0.0058
24.684,0.0046
24.689,0.0057
24.694,0.0045
24.699,0.0057
24.704,0.0045
24.709,0.0056
24.714,0.0045
24.719,0.0056
24.724,0.0045
24.730,0.0056
24.734,0.0045
24.739,0.0056
24.744,0.0045
24.749,0.0055
24.754,0.0044
24.759,0.0055
24.764,0.0044
24.769,0.0054
24.774,0.0045
24.779,0.0054
24.784,0.0044
24.789,0.0053
24.794,0.0044
24.799,0.0053
24.804,0.0044
24.809,0.0052
24.814,0.0044
24.820,0.0051
24.824,0.0044
24.829,0.0051
24.834,0.0044
24.839,0.0050
24.844,0.0043
24.849,0.0050
24.854,0.0043
24.859,0.0048
24.864,0.0044
24.869,0.0048
24.874,0.0044
24.879,0.0047
24.884,0.0044
24.889,0.0046
24.895,0.0044
24.899,0.0045
24.904,0.0044
24.909,0.0044
24.914,0.0044
24.919,0.0043
24.924,0.0045
24.929,0.0042
24.934,0.0045
24.939,0.0041
24.944,0.0045
24.949,0.0040
24.954,0.0045
24.959,0.0039
24.964,0.0045
24.969,0.0039
24.974,0.0045
24.979,0.0037
24.984,0.0046
24.989,0.0036
24.994,0.0046
24.999,0.0035
25.004,0.0046
25.009,0.0034
25.014,0.0046
25.019,0.0033
25.024,0.0047
25.029,0.0032
25.034,0.0047
25.039,0.0031
25.044,0.0048
25.049,0.0030
25.054,0.0048
25.059,0.0029
25.064,0.0048
25.069,0.0028
25.074,0.0048
25.079,0.0027
25.084,0.0049
25.089,0.0026
25.094,0.0049
25.099,0.0026
25.104,0.0050
25.109,0.0025
25.114,0.0050
25.119,0.0025
25.124,0.0050
25.129,0.0024
25.134,0.0051
25.140,0.0024
25.144,0.0051
25.150,0.0024
25.154,0.0051
25.159,0.0024
25.164,0.0052
25.169,0.0024
25.174,0.0052
25.179,0.0025
25.184,0.0052
25.189,0.0025
25.194,0.0053
25.199,0.0026
25.204,0.0053
25.209,0.0027
25.214,0.0053
25.219,0.0028
25.224,0.0054
25.229,0.0029
25.234,0.0054
25.239,0.0030
25.244,0.0055
25.249,0.0031
25.254,0.0055
25.259,0.0033
25.264,0.0055
25.269,0.0034
25.274,0.0055
25.279,0.0036
25.284,0.0056
25.289,0.0037
25.294,0.0056
25.299,0.0039
25.304,0.0056
25.309,0.0041
25.314,0.0057
25.319,0.0042
25.324,0.0057
25.329,0.0044
25.334,0.0057
25.339,0.0046
25.344,0.0057
25.349,0.0048
25.354,0.0057
25.359,0.0050
25.364,0.0058
25.369,0.0051
25.374,0.0058
25.379,0.0053
25.384,0.0058
25.389,0.0055
25.394,0.0058
25.399,0.0057
25.404,0.0059
25.409,0.0059
25.414,0.0059
25.419,0.0061
25.424,0.0059
25.429,0.0063
25.434,0.0059
25.439,0.0065
25.444,0.0059
25.449,0.0067
25.454,0.0059
25.459,0.0069
25.464,0.0059
25.470,0.0071
25.475,0.0059
25.479,0.0073
25.484,0.0060
25.489,0.0075
25.494,0.0060
25.499,0.0077
25.504,0.0059
25.509,0.0079
25.514,0.0060
25.519,0.0081
25.524,0.0059
25.529,0.0083
25.535,0.0059
25.539,0.0085
25.544,0.0059
25.549,0.0087
25.554,0.0059
25.559,0.0088
25.564,0.0059
25.569,0.0090
25.574,0.0059
25.579,0.0091
25.584,0.0058
25.589,0.0093
25.594,0.0058
25.599,0.0095
25.604,0.0058
25.609,0.0096
25.614,0.0057
25.619,0.0097
25.624,0.0057
25.629,0.0098
25.635,0.0056
25.639,0.0100
25.644,0.0055
25.649,0.0101
25.654,0.0055
25.659,0.0102
25.664,0.0054
25.669,0.0103
25.674,0.0053
25.679,0.0103
25.684,0.0053
25.689,0.0104
25.694,0.0051
25.699,0.0105
25.704,0.0051
25.709,0.0106
25.714,0.0050
25.719,0.0106
25.725,0.0049
25.729,0.0106
25.735,0.0048
25.739,0.0107
25.744,0.0047
25.749,0.0107
25.754,0.0047
25.759,0.0107
25.764,0.0045
25.769,0.0108
25.774,0.0045
25.779,0.0108
25.784,0.0043
25.789,0.0107
25.794,0.0042
25.799,0.0108
25.804,0.0041
25.809,0.0108
25.815,0.0040
25.819,0.0107
25.824,0.0039
25.829,0.0107
25.834,0.0038
25.839,0.0106
25.844,0.0037
25.849,0.0106
25.854,0.0036
25.859,0.0105
25.864,0.0035
25.869,0.0105
25.874,0.0033
25.879,0.0104
25.884,0.0032
25.889,0.0103
25.894,0.0032
25.899,0.0103
25.904,0.0030
25.909,0.0103
25.914,0.0030
25.919,0.0101
25.924,0.0029
25.929,0.0101
25.934,0.0027
25.939,0.0100
25.944,0.0027
25.949,0.0099
25.954,0.0026
25.959,0.0098
25.964,0.0025
25.969,0.0097
25.974,0.0024
25.979,0.0095
25.984,0.0023
25.989,0.0095
25.994,0.0022
25.999,0.0093
26.004,0.0021
26.009,0.0092
26.014,0.0021
26.019,0.0090
26.024,0.0020
26.029,0.0089
26.034,0.0020
26.039,0.0088
26.044,0.0019
26.050,0.0086
26.054,0.0019
26.059,0.0085
26.064,0.0019
26.069,0.0083
26.074,0.0018
26.079,0.0082
26.085,0.0018
26.090,0.0080
26.094,0.0018
26.099,0.0079
26.104,0.0018
26.109,0.0077
26.114,0.0018
26.119,0.0075
26.124,0.0019
26.129,0.0073
26.134,0.0019
26.139,0.0072
26.144,0.0019
26.149,0.0070
26.154,0.0020
26.159,0.0068
26.164,0.0021
26.169,0.0067
26.174,0.0022
26.179,0.0065
26.184,0.0023
26.189,0.0064
26.194,0.0024
26.199,0.0062
26.204,0.0025
26.209,0.0061
26.214,0.0026
26.219,0.0059
26.224,0.0027
26.230,0.0058
26.234,0.0028
26.239,0.0057
26.244,0.0030
26.250,0.0055
26.254,0.0031
26.259,0.0055
26.264,0.0033
26.269,0.0054
26.274,0.0034
26.279,0.0054
26.285,0.0036
26.289,0.0053
26.294,0.0037
26.299,0.0053
26.304,0.0039
26.309,0.0053
26.314,0.0040
26.319,0.0053
26.324,0.0042
26.329,0.0053
26.334,0.0043
26.340,0.0053
26.344,0.0045
26.349,0.0054
26.354,0.0046
26.359,0.0055
26.364,0.0048
26.369,0.0056
26.374,0.0049
26.380,0.0057
26.384,0.0051
26.389,0.0059
26.395,0.0053
26.400,0.0060
26.404,0.0054
26.409,0.0062
26.415,0.0055
26.419,0.0063
26.424,0.0057
26.429,0.0065
26.434,0.0058
26.439,0.0067
26.444,0.0060
26.449,0.0069
26.454,0.0061
26.459,0.0071
26.464,0.0062
26.469,0.0073
26.474,0.0064
26.479,0.0075
26.485,0.0065
26.489,0.0077
26.494,0.0066
26.499,0.0079
26.504,0.0068
26.509,0.0081
26.514,0.0069
26.519,0.0082
26.524,0.0070
26.529,0.0085
26.535,0.0071
26.539,0.0087
26.544,0.0072
26.550,0.0089
26.554,0.0073
26.559,0.0091
26.564,0.0074
26.569,0.0093
26.574,0.0074
26.579,0.0095
26.584,0.0075
26.589,0.0097
26.594,0.0076
26.599,0.0099
26.604,0.0077
26.609,0.0101
26.615,0.0077
26.619,0.0103
26.624,0.0078
26.630,0.0105
26.634,0.0078
26.639,0.0106
26.644,0.0079
26.649,0.0108
26.654,0.0079
26.659,0.0110
26.664,0.0080
26.669,0.0112
26.674,0.0080
26.679,0.0114
26.684,0.0081
26.690,0.0115
26.694,0.0081
26.699,0.0117
26.704,0.0081
26.709,0.0119
26.714,0.0081
26.719,0.0120
26.724,0.0082
26.729,0.0121
26.735,0.0082
26.739,0.0122
26.744,0.0082
26.749,0.0125
26.754,0.0082
26.759,0.0126
26.764,0.0082
26.769,0.0127
26.774,0.0082
26.779,0.0128
26.784,0.0082
26.789,0.0130
26.794,0.0082
26.799,0.0131
26.804,0.0082
26.809,0.0132
26.814,0.0082
26.819,0.0134
26.824,0.0082
26.829,0.0135
26.835,0.0082
26.839,0.0135
26.844,0.0082
26.849,0.0137
26.854,0.0081
26.859,0.0138
26.864,0.0081
26.870,0.0138
26.874,0.0081
26.879,0.0140
26.884,0.0080
26.889,0.0141
26.894,0.0080
26.899,0.0142
26.904,0.0079
26.909,0.0142
26.914,0.0078
26.919,0.0142
26.924,0.0078
26.929,0.0143
26.934,0.0077
26.939,0.0144
26.944,0.0076
26.949,0.0143
26.954,0.0076
26.959,0.0144
26.964,0.0075
26.969,0.0144
26.974,0.0074
26.979,0.0144
26.985,0.0073
26.989,0.0144
26.994,0.0072
26.999,0.0143
27.004,0.0071
27.009,0.0143
27.014,0.0070
27.019,0.0143
27.024,0.0069
27.029,0.0142
27.034,0.0068
27.039,0.0141
27.044,0.0067
27.049,0.0140
27.054,0.0066
27.059,0.0139
27.064,0.0065
27.069,0.0139
27.074,0.0063
27.079,0.0137
27.084,0.0062
27.089,0.0136
27.094,0.0061
27.099,0.0134
27.104,0.0060
27.109,0.0133
27.114,0.0059
27.119,0.0131
27.124,0.0058
27.129,0.0129
27.134,0.0057
27.139,0.0127
27.144,0.0056
27.149,0.0125
27.154,0.0056
27.160,0.0123
27.164,0.0055
27.169,0.0121
27.174,0.0054
27.179,0.0118
27.184,0.0053
27.189,0.0116
27.195,0.0053
27.199,0.0113
27.204,0.0053
27.209,0.0110
27.214,0.0052
27.219,0.0107
27.225,0.0052
27.229,0.0105
27.234,0.0053
27.239,0.0101
27.244,0.0053
27.249,0.0098
27.254,0.0054
27.259,0.0095
27.264,0.0055
27.269,0.0092
27.274,0.0055
27.279,0.0089
27.284,0.0056
27.289,0.0085
27.295,0.0057
27.299,0.0081
27.304,0.0059
27.309,0.0078
27.314,0.0060
27.319,0.0074
27.324,0.0062
27.329,0.0071
27.334,0.0063
27.339,0.0068
27.344,0.0065
27.349,0.0064
27.354,0.0067
27.359,0.0060
27.364,0.0069
27.369,0.0057
27.374,0.0070
27.379,0.0054
27.384,0.0072
27.389,0.0051
27.394,0.0074
27.400,0.0047
27.404,0.0076
27.409,0.0044
27.414,0.0077
27.419,0.0040
27.424,0.0080
27.429,0.0037
27.434,0.0082
27.439,0.0035
27.444,0.0083
27.449,0.0032
27.454,0.0085
27.459,0.0030
27.464,0.0086
27.469,0.0027
27.474,0.0088
27.479,0.0025
27.484,0.0090
27.489,0.0024
27.494,0.0092
27.499,0.0023
27.504,0.0092
27.509,0.0022
27.514,0.0094
27.519,0.0022
27.524,0.0095
27.529,0.0022
